MUNICÍPIO,ESCOLA,LOCALIZAÇÃO,CÓDIGO DO INEP,TIPO,
Campo Grande,EMEI - JOSE MORESCHI,URBANA,50023268,MUNICIPAL,
Campo Grande,EMEI - JURACY GALVAO OLIVEIRA,URBANA,50032739,MUNICIPAL,
Campo Grande,EMEI - LAFAYETE CAMARA DE OLIVEIRA,URBANA,50041606,MUNICIPAL,
Campo Grande,EMEI - LAGEADO,URBANA,50025937,MUNICIPAL,
Campo Grande,EMEI - LAR DE SHEILA,URBANA,50023195,MUNICIPAL,
Campo Grande,EMEI - LAURA DE VICUNA,URBANA,50023314,MUNICIPAL,
Campo Grande,EMEI - LUCIA ANGELA DE CASTRO COSTA,URBANA,50025880,MUNICIPAL,
Campo Grande,EMEI - LUIZ CARLOS SOBRAL PETTENGILL,URBANA,50025902,MUNICIPAL,
Campo Grande,EMEI - MARCO ANTONIO SANTULLO,URBANA,50027549,MUNICIPAL,
Campo Grande,EMEI - MARIA CARLOTA TIBAU DE VASCONCELOS,URBANA,50041800,MUNICIPAL,
Campo Grande,EMEI - MARIA CRISTINA OCARIZ DE BARROS,URBANA,50026062,MUNICIPAL,
Campo Grande,EMEI - MARIA DE LOURDES VIEIRA CASTOLDI,URBANA,50025864,MUNICIPAL,
Campo Grande,EMEI - MARIA DULCE PRATA CANCADO,URBANA,50032003,MUNICIPAL,
Campo Grande,EMEI - MARIA EDWIGES DE ALBUQUERQUE BORGES,URBANA,50025996,MUNICIPAL,
Campo Grande,EMEI - MARIA OLIVEIRA LIMA,URBANA,50041215,MUNICIPAL,
Campo Grande,EMEI - MARTA GUARANI,URBANA,50030671,MUNICIPAL,
Campo Grande,EMEI - MARY SADALLA SAAD,URBANA,50026097,MUNICIPAL,
Campo Grande,EMEI - MENINO JESUS DE PRAGA,URBANA,50021842,MUNICIPAL,
Campo Grande,EMEI - MICHEL SCAFF,URBANA,50026089,MUNICIPAL,
Campo Grande,EMEI - MICHELE REGINA LOCATELLI,URBANA,50031503,MUNICIPAL,
Campo Grande,EMEI - NEIDA GORDIN FREIRE,URBANA,50026020,MUNICIPAL,
Campo Grande,EMEI - NOSSA SENHORA AUXILIADORA,URBANA,50023047,MUNICIPAL,
Campo Grande,EMEI - NOSSA SENHORA DE FATIMA,URBANA,50023039,MUNICIPAL,
Campo Grande,EMEI - O BOM PASTOR,URBANA,50023438,MUNICIPAL,
Campo Grande,EMEI - ODETE TRINDADE BENITES,URBANA,50026208,MUNICIPAL,
Campo Grande,EMEI - OLINDA TOSHIMI NISHIO NASSU,URBANA,50025872,MUNICIPAL,
Campo Grande,EMEI - PARAISO INFANTIL,URBANA,50023306,MUNICIPAL,
Campo Grande,EMEI - PASCOALA VERA RIOS,URBANA,50029061,MUNICIPAL,
Campo Grande,EMEI - PAULO SIUFI,URBANA,50025970,MUNICIPAL,
Campo Grande,EMEI - PIRATININGA,URBANA,50026054,MUNICIPAL,
Campo Grande,EMEI - PROF EDISON DA SILVA,URBANA,50059874,MUNICIPAL,
Campo Grande,EMEI - PROF ELOY SOUZA DA COSTA,URBANA,50033964,MUNICIPAL,
Campo Grande,EMEI - PROF ELZA FRANCISCA DE SOUZA MACIEL,URBANA,50034308,MUNICIPAL,
Campo Grande,EMEI - PROF LAURA RODRIGUES DE OLIVEIRA,URBANA,50030248,MUNICIPAL,
Campo Grande,EMEI - PROF OSVALDO MACIEL DE OLIVEIRA,URBANA,50026046,MUNICIPAL,
Campo Grande,EMEI - PROF VALDOMIRO ALVES GONCALVES,URBANA,50029380,MUNICIPAL,
Campo Grande,EMEI - PROFª ADRIANA NOGUEIRA BORGES,URBANA,50077813,MUNICIPAL,
Campo Grande,EMEI - RAMZA BEDOGLIN DOMINGOS,URBANA,50041207,MUNICIPAL,
Campo Grande,EMEI - REGINA VITORAZZI SEBBEN,URBANA,50059866,MUNICIPAL,
Campo Grande,EMEI - SANDRA MARA GOBBO,URBANA,50059882,MUNICIPAL,
Campo Grande,EMEI - SANTA BARBARA,URBANA,50023276,MUNICIPAL,
Campo Grande,EMEI - SANTA EDWIRGES,URBANA,50023063,MUNICIPAL,
Campo Grande,EMEI - SANTA EMILIA,URBANA,50032631,MUNICIPAL,
Campo Grande,EMEI - SANTA TEREZINHA,URBANA,50023284,MUNICIPAL,
Campo Grande,EMEI - SAO JOSE,URBANA,50023080,MUNICIPAL,
Campo Grande,EMEI - SERRADINHO,URBANA,50025821,MUNICIPAL,
Campo Grande,EMEI - SONIA HELENA BALDO BERNARDO DOS SANTOS,URBANA,50030230,MUNICIPAL,
Campo Grande,EMEI - TIA EVA,URBANA,50029584,MUNICIPAL,
Campo Grande,EMEI - TUPINAMBAS,URBANA,50023055,MUNICIPAL,
Campo Grande,EMEI - VARANDAS DO CAMPO,URBANA,50032593,MUNICIPAL,
Campo Grande,EMEI - VERA ALBA CONGRO BASTOS,URBANA,50025945,MUNICIPAL,
Campo Grande,EMEI - VILA NASSER,URBANA,50025953,MUNICIPAL,
Campo Grande,EMEI - VO FINA,URBANA,50026216,MUNICIPAL,
Campo Grande,EMEI - ZACARIAS VIEIRA DE ANDRADE,URBANA,50026224,MUNICIPAL,
Campo Grande,EMEI- ALBA LUCIA SPENGLER DOS SANTOS PEREIRA,URBANA,50026151,MUNICIPAL,
Campo Grande,EMEI- CORACAO DE MARIA,URBANA,50023187,MUNICIPAL,
Campo Grande,EMEI CRISTO E VIDA,URBANA,50023071,MUNICIPAL,
Campo Grande,EMEI JOANA MENDES DOS SANTOS,URBANA,50029088,MUNICIPAL,
Campo Grande,EMEI- JOSE RAMAO CANTERO,URBANA,50030221,MUNICIPAL,
Campo Grande,EMEI- MARCOS ROBERTO,URBANA,50026119,MUNICIPAL,
Campo Grande,EMEI- NILDA DE ALMEIDA COELHO,URBANA,50032585,MUNICIPAL,
Campo Grande,EMEI NOVOS ESTADOS,URBANA,50026895,MUNICIPAL,
Campo Grande,EMEI- PAULINO ROMEIRO PARE,URBANA,50025830,MUNICIPAL,
Campo Grande,EMEI- PEDACINHO DO CEU,URBANA,50023241,MUNICIPAL,
Campo Grande,EMEI PROFª ADELIA LEITE KRAWIEC,URBANA,50077805,MUNICIPAL,
Campo Grande,EMEI PROFª AYD CAMARGO CESAR,URBANA,50041401,MUNICIPAL,
Campo Grande,EMEI PROFESSORA ELENIR ZANQUETA MOLINA,URBANA,50028057,MUNICIPAL,
Campo Grande,EMEI PROFESSORA EMY ISHIDA NASCIMENTO NOGUEIRA,URBANA,50034448,MUNICIPAL,
Campo Grande,EMEI SAO FRANCISCO DE ASSIS,URBANA,50023225,MUNICIPAL,
Campo Grande,EMEI TRIANGULO AZUL,URBANA,50023098,MUNICIPAL,
Campo Grande,ESC DE EDUC PROFISSIONAL DA FUNDACAO SOCIAL DO TRABALHO DE CG - FUNSAT,URBANA,50032968,MUNICIPAL,
Campo Grande,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL EMEI - ALBERTO GUILHERME BATISTOTI,URBANA,50034634,MUNICIPAL,
Campo Grande,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ZARIFE MARTINS FRANCA,URBANA,50034650,MUNICIPAL,
Caracol,EMR INACIO SILVESTRE MONTEIRO,RURAL,50014382,MUNICIPAL,
Caracol,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO JOSE LEITE DA SILVA POLO,URBANA,50014374,MUNICIPAL,
Cassilândia,CENTRO MUNICIPAL DE EDUCACAO VEREADORA ILMA ALVES DA COSTA,URBANA,50010174,MUNICIPAL,
Cassilândia,CMEI - JURACY LUCAS,URBANA,50022113,MUNICIPAL,
Cassilândia,CMEI - PREFEITO JOAO ALBINO CARDOSO,URBANA,50022148,MUNICIPAL,
Cassilândia,CMEI - RICARDO BARBOSA SANDOVAL,URBANA,50028219,MUNICIPAL,
Cassilândia,CMEI - ROSINELE DA SILVA,URBANA,50023535,MUNICIPAL,
Cassilândia,CMEI MARIA PARREIRA LEAL,URBANA,50022130,MUNICIPAL,
Cassilândia,CRECHE LUAIR MONTEIRO MALTA RIGONATO,URBANA,50031694,MUNICIPAL,
Cassilândia,EM ADRIELE BARBOSA SILVA,URBANA,50029444,MUNICIPAL,
Cassilândia,EM AMIN JOSE,URBANA,50010573,MUNICIPAL,
Cassilândia,EM INDAIA DO SUL - POLO,URBANA,50010620,MUNICIPAL,
Cassilândia,ESCOLA MUNICIPAL ANTONIO PAULINO,URBANA,50010182,MUNICIPAL,
Chapadão do Sul,CEI ESPERANCA,URBANA,50028324,MUNICIPAL,
Chapadão do Sul,CEI FLAMBOYANT,URBANA,50030698,MUNICIPAL,
Chapadão do Sul,CEI PINGO DE GENTE,URBANA,50025740,MUNICIPAL,
Chapadão do Sul,CEI SIBIPIRUNA,URBANA,50031589,MUNICIPAL,
Chapadão do Sul,CEI SONHO MEU,URBANA,50026933,MUNICIPAL,
Chapadão do Sul,ESCOLA MUNICIPAL AROEIRA,RURAL,50031120,MUNICIPAL,
Chapadão do Sul,ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE,URBANA,50010646,MUNICIPAL,
Chapadão do Sul,ESCOLA MUNICIPAL CECILIA MEIRELES,URBANA,50010697,MUNICIPAL,
Chapadão do Sul,ESCOLA MUNICIPAL ERICO VERISSIMO,URBANA,50030060,MUNICIPAL,
Chapadão do Sul,ESCOLA MUNICIPAL PEDRA BRANCA,RURAL,50032232,MUNICIPAL,
Chapadão do Sul,ESCOLA MUNICIPAL RIBEIRAO- POLO,RURAL,50022008,MUNICIPAL,
Corguinho,EM ARCO-IRIS,URBANA,50009443,MUNICIPAL,
Corguinho,EM FRANCISCO NOGUEIRA SOBRINHO,RURAL,50009281,MUNICIPAL,
Corguinho,EM FREI OTAVIO JOAO SIMIONATO POLO,URBANA,50009311,MUNICIPAL,
Coronel Sapucaia,CEI - CRESCER E APRENDER,URBANA,50032984,MUNICIPAL,
Coronel Sapucaia,CEI - DAIANE PIROLI,URBANA,50026488,MUNICIPAL,
Coronel Sapucaia,CEI - MUNDO ENCANTADO,URBANA,50031317,MUNICIPAL,
Coronel Sapucaia,CEI ANJO DA GUARDA,URBANA,50032801,MUNICIPAL,
Coronel Sapucaia,CEI EUGENIA NOGUEIRA DOS SANTOS,URBANA,50026496,MUNICIPAL,
Coronel Sapucaia,EM FERNANDO DE SOUZA ROMANINI,URBANA,50019589,MUNICIPAL,
Coronel Sapucaia,EM NANDE REKO ARANDU,RURAL,50019597,MUNICIPAL,
Coronel Sapucaia,ESCOLA MUNICIPAL MAURICIO RODRIGUES DE PAULA,URBANA,50019570,MUNICIPAL,
Coronel Sapucaia,ESCOLA MUNICIPAL RUY ESPINDOLA,URBANA,50026500,MUNICIPAL,
Coronel Sapucaia,MBO EROY ARANDU,RURAL,50032992,MUNICIPAL,
Corumbá,CEMEI ESTRELINHA VERDE,URBANA,50000594,MUNICIPAL,
Corumbá,CEMEI PARTEIRA ANA GONCALVES DO NASCIMENTO,URBANA,50025406,MUNICIPAL,
Corumbá,CEMEI PARTEIRA INOCENCIA CAMBARA,URBANA,50025422,MUNICIPAL,
Corumbá,CEMEI PARTEIRA MARIA BENVINDA RABELLO,URBANA,50025384,MUNICIPAL,
Corumbá,CEMEI PARTEIRA ROSA JOSETTI,URBANA,50025392,MUNICIPAL,
Corumbá,CEMEI PROFª HELIA DA COSTA REIS,URBANA,50031988,MUNICIPAL,
Corumbá,CEMEI PROFESSORA EUNICE AJALA ROCHA,URBANA,50032682,MUNICIPAL,
Corumbá,CENTRO DE EDUCACAO INFANTIL PROFESSORA MIRIAM MENDES,URBANA,50034677,MUNICIPAL,
Corumbá,EM ANGELA MARIA PEREZ,URBANA,50022270,MUNICIPAL,
Corumbá,EM BARAO DO RIO BRANCO,URBANA,50000241,MUNICIPAL,
Corumbá,EM CAIC PADRE ERNESTO SASSIDA E CEMEI CATARINA ANASTACIO DA CRUZ,URBANA,50023950,MUNICIPAL,
Corumbá,EM CLIO PROENCA,URBANA,50000250,MUNICIPAL,
Corumbá,EM CYRIACO FELIX DE TOLEDO,URBANA,50000330,MUNICIPAL,
Corumbá,EM DELCIDIO DO AMARAL,URBANA,50000268,MUNICIPAL,
Corumbá,EM DR CASSIO LEITE DE BARROS,URBANA,50030051,MUNICIPAL,
Corumbá,EM FERNANDO DE BARROS E CEMEI MARIA CANDELARIA PEREIRA LEITE E EXTENSAO,URBANA,50000276,MUNICIPAL,
Corumbá,EM IZABEL CORREA DE OLIVEIRA E EXTENSAO,URBANA,50000306,MUNICIPAL,
Corumbá,EM LUDOVINA PORTOCARRERO,URBANA,50000624,MUNICIPAL,
Corumbá,EM PEDRO PAULO DE MEDEIROS,URBANA,50000292,MUNICIPAL,
Corumbá,EM PROF DJALMA DE SAMPAIO BRASIL E CEMEI SERV CARMO,URBANA,50082892,MUNICIPAL,
Corumbá,EMR POLO CARLOS CARCANO,RURAL,50024779,MUNICIPAL,
Corumbá,EMR POLO PAIOLZINHO,RURAL,50027492,MUNICIPAL,
Corumbá,EMREI MONTE AZUL,RURAL,50022296,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL ALMIRANTE TAMANDARE - CEMEI LAIDA MENACHO,URBANA,50031023,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL DE EDUCACAO INTEGRAL LUIZ FEITOSA RODRIGUES,URBANA,50000284,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL DE EDUCACAO INTEGRAL RACHID BARDAUIL,URBANA,50000349,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL DE EDUCACAO INTEGRAL TILMA FERNANDES VEIGA E CEMEI PARTEIRA VALODIA SERRA,URBANA,50000322,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL JOSE DE SOUZA DAMY,URBANA,50000314,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL EUTROPIA GOMES PEDROSO,RURAL,50024752,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO LUIZ DE ALBUQUERQUE DE MELO PEREIRA E CACERES E EXT,RURAL,50030566,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO PARAGUAI MIRIM E EXTENSOES,RURAL,50032267,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO PORTO ESPERANCA E EXTENSOES,RURAL,50030558,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO SANTA AURELIA E EXTENSOES,RURAL,50032291,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO SAO LOURENCO E EXTENSOES,RURAL,50032275,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO SEBASTIAO ROLON E EXTENSOES,RURAL,50032283,MUNICIPAL,
Corumbá,ESCOLA MUNICIPAL RURAL POLO PORTO DA MANGA E EXTENSOES,RURAL,50032313,MUNICIPAL,
Costa Rica,CENTRO DE EDUCACAO INFANTIL AMBROSINA PAES COELHO,URBANA,50010956,MUNICIPAL,
Costa Rica,CENTRO DE EDUCACAO INFANTIL DAVINA CORREA DE OLIVEIRA,URBANA,50030655,MUNICIPAL,
Costa Rica,CENTRO DE EDUCACAO INFANTIL ILIDIA LACERDA DE ALMEIDA,URBANA,50031155,MUNICIPAL,
Costa Rica,CENTRO DE EDUCACAO INFANTIL SONHO DA VOVO,URBANA,50034669,MUNICIPAL,
Costa Rica,CENTRO DE EDUCACAO INFANTIL SONHO DE NINAR,URBANA,50030973,MUNICIPAL,
Costa Rica,CENTRO DE EDUCACAO INFANTIL SONHO MEU,URBANA,50028278,MUNICIPAL,
Costa Rica,ESCOLA MUNICIPAL COTRISA DE BAUS POLO,RURAL,50025643,MUNICIPAL,
Costa Rica,ESCOLA MUNICIPAL FABIO RODRIGUES BARBOSA,URBANA,50034375,MUNICIPAL,
Costa Rica,ESCOLA MUNICIPAL FRANCISCO MARTINS CARRIJO,URBANA,50010727,MUNICIPAL,
Costa Rica,ESCOLA MUNICIPAL JOAQUIM FAUSTINO ROSA,URBANA,50010735,MUNICIPAL,
Costa Rica,ESCOLA MUNICIPAL PROFESSOR ADENOCRE ALEXANDRE DE MORAIS,URBANA,50024167,MUNICIPAL,
Costa Rica,ESCOLA MUNICIPAL VALE DO AMANHECER,URBANA,50010743,MUNICIPAL,
Coxim,CEI - ILDON TORQUATO RIBEIRO,URBANA,50030744,MUNICIPAL,
Coxim,CEI - MARIA SANTANA DE ARAUJO,URBANA,50044818,MUNICIPAL,
Coxim,CEI - NELY MARTINS,URBANA,50026860,MUNICIPAL,
Coxim,CEI - SENHOR DIVINO,URBANA,50024744,MUNICIPAL,
Coxim,CEI - ZULEIDE POMPEU DOS SANTOS,URBANA,50022172,MUNICIPAL,
Coxim,CENTRO DE EDUCACAO INFANTIL LEONORA DA SILVA BEZERRA,URBANA,50031368,MUNICIPAL,
Coxim,CENTRO MUNICIPAL DE PRE-ESCOLAR CAMINHO DAS LETRAS,URBANA,50031872,MUNICIPAL,
Coxim,EM ANTONIO TORQUATO DA SILVA - POLO,RURAL,50003720,MUNICIPAL,
Coxim,EM ESTUDANTE WILLIAM TAVARES DE OLIVEIRA,URBANA,50003577,MUNICIPAL,
Coxim,EM LAUCIDIO COELHO - POLO,RURAL,50003747,MUNICIPAL,
Coxim,EM MAL RONDON - POLO,URBANA,50003569,MUNICIPAL,
Coxim,ESCOLA MUNICIPAL DE PRE-ESCOLAR E ENSINO FUNDAMENTAL MARIA LUCIA BATISTA,URBANA,50033824,MUNICIPAL,
Deodápolis,CEI CANTINHO DO SONHO,URBANA,50028898,MUNICIPAL,
Deodápolis,CEI- JOAO PEDRO PELEGRINE DE SOUZA POLO,URBANA,50019775,MUNICIPAL,
Deodápolis,CEI LAGOA BONITA,URBANA,50026593,MUNICIPAL,
Deodápolis,EMEIEF PROFESSORA ELIZABETE LUCENA CAMPOS POLO,URBANA,50019732,MUNICIPAL,
Dois Irmãos do Buriti,CENTRO POLO MUNICIPAL DE EDUCACAO INFANTIL ANJOS DO DIA,URBANA,50025368,MUNICIPAL,
Dois Irmãos do Buriti,CMEI - SIDINEI MARQUES ROSA,URBANA,50031457,MUNICIPAL,
Dois Irmãos do Buriti,EM FELICIA EMIKO KAWAMURA SAKITANI,URBANA,50002171,MUNICIPAL,
Dois Irmãos do Buriti,EM NERO MENEZES DE AVILA,RURAL,50002481,MUNICIPAL,
Dois Irmãos do Buriti,EPM INDIGENA ALEXINA ROSA FIGUEREDO,RURAL,50002147,MUNICIPAL,
Dois Irmãos do Buriti,ESCOLA MUNICIPAL PROF JOSE PINTO DA SILVA,RURAL,50002163,MUNICIPAL,
Dois Irmãos do Buriti,ESCOLA POLO INDIGENA CACIQUE NDETI REGINALDO,RURAL,50029452,MUNICIPAL,
Douradina,CEI ARTE E VIDA,URBANA,50015605,MUNICIPAL,
Douradina,EM DE EDUC INDIGENA JOAOZINHO CARAPE FERNANDO,RURAL,50029754,MUNICIPAL,
Douradina,EM MARIA DA GLORIA MUZZI FERREIRA,RURAL,50015648,MUNICIPAL,
Douradina,EM MIRENA AMELIA BATISTA,URBANA,50022156,MUNICIPAL,
Dourados,CEI - UFGD,RURAL,50031325,MUNICIPAL,
Dourados,CEIM - AUSTRILIO FERREIRA DE SOUZA,URBANA,50025210,MUNICIPAL,
Dourados,CEIM - BEATRIZ DE BARROS BUMLAI,URBANA,50031260,MUNICIPAL,
Dourados,CEIM - CELSO DE ALMEIDA,URBANA,50029509,MUNICIPAL,
Dourados,CEIM - CLAUDETE PEREIRA LIMA,URBANA,50033549,MUNICIPAL,
Dourados,CEIM - CLAUDINA DA SILVA TEIXEIRA,URBANA,50030906,MUNICIPAL,
Dourados,CEIM - DALVA VERA MARTINES,URBANA,50030035,MUNICIPAL,
Dourados,CEIM - DECIO ROSA BASTOS,URBANA,50028286,MUNICIPAL,
Dourados,CEIM - GENY FERREIRA MILAN,URBANA,50025252,MUNICIPAL,
Dourados,CEIM - HELIO LUCAS,URBANA,50025236,MUNICIPAL,
Dourados,CEIM - KATIA MARQUES BARBOSA,URBANA,50025279,MUNICIPAL,
Dourados,CEIM - MANOEL PEDRO NOLASCO,URBANA,50025333,MUNICIPAL,
Dourados,CEIM - MARIA DO ROSARIO MOREIRA SECHI,URBANA,50031341,MUNICIPAL,
Dourados,CEIM - MARIA MADALENA DE AGUIAR-RAIO DE SOL,URBANA,50025228,MUNICIPAL,
Dourados,CEIM - PAULO GABIATTI,URBANA,50025201,MUNICIPAL,
Dourados,CEIM - PEQUENO PRINCIPE,URBANA,50025260,MUNICIPAL,
Dourados,CEIM - PROF BERTILO BINSFELD,URBANA,50030493,MUNICIPAL,
Dourados,CEIM - PROF MARIO KUMAGAI,URBANA,50030027,MUNICIPAL,
Dourados,CEIM - PROFª IRANY BATISTA DE MATOS,URBANA,50030507,MUNICIPAL,
Dourados,CEIM - RAMAO VITAL VIANA,URBANA,50025325,MUNICIPAL,
Dourados,CEIM - RECANTO DA CRIANCA,URBANA,50026984,MUNICIPAL,
Dourados,CEIM - RECANTO RAIZES,URBANA,50028294,MUNICIPAL,
Dourados,CEIM - SARAH PENZO,URBANA,50025309,MUNICIPAL,
Dourados,CEIM HELENA EFIGENIA PEREIRA,URBANA,50075802,MUNICIPAL,
Dourados,CEIM IVO BENEDITO CARNEIRO,URBANA,50025287,MUNICIPAL,
Dourados,CEIM MARIA DE LOURDES SILVA,URBANA,50032216,MUNICIPAL,
Dourados,CEIM MARIA DE NAZARE,URBANA,50025317,MUNICIPAL,
Dourados,CEIM PEDRO DA SILVA MOTA,URBANA,50032879,MUNICIPAL,
Dourados,CEIM PROF DEJANIRA QUEIROZ TEIXEIRA,URBANA,50067800,MUNICIPAL,
Dourados,CEIM PROF GUILHERME S GOMES,URBANA,50032402,MUNICIPAL,
Dourados,CEIM PROF ISILDA APARECIDA DOS SANTOS SOUZA,URBANA,50034464,MUNICIPAL,
Dourados,CEIM PROFª LUCIA LICHT MARTINS,URBANA,50033891,MUNICIPAL,
Dourados,CEIM PROFESSORA ARGEMIRA RODRIGUES BARBOSA,URBANA,50034456,MUNICIPAL,
Dourados,CEIM PROFESSORA CLARINDA MATTOS E SOUZA,URBANA,50033581,MUNICIPAL,
Dourados,CEIM PROFESSORA ZELI DA SILVA RAMOS,URBANA,50033956,MUNICIPAL,
Dourados,CEIM SAO FRANCISCO,URBANA,50027506,MUNICIPAL,
Dourados,CEIM WILSON BENEDITO CARNEIRO,URBANA,50025244,MUNICIPAL,
Dourados,CENTRO DE EDUCACAO INFANTIL MUNICIPAL VITTORIO FEDRIZZI,URBANA,50028308,MUNICIPAL,
Dourados,EM AGROTECNICA PE ANDRE CAPELLI,RURAL,50022555,MUNICIPAL,
Dourados,EM BERNARDINA CORREA DE ALMEIDA,URBANA,50016512,MUNICIPAL,
Dourados,EM CEL FIRMINO VIEIRA DE MATOS,RURAL,50016768,MUNICIPAL,
Dourados,EM CLARICE BASTOS ROSA,URBANA,50016105,MUNICIPAL,
Dourados,EM DOM AQUINO CORREA,RURAL,50016938,MUNICIPAL,
Dourados,EM DR CAMILO HERMELINDO DA SILVA,RURAL,50025473,MUNICIPAL,
Dourados,EM ETALIVIO PENZO,URBANA,50016598,MUNICIPAL,
Dourados,EM FAZENDA MIYA - POLO,RURAL,50025490,MUNICIPAL,
Dourados,EM FRANCISCO MEIRELES,RURAL,50016130,MUNICIPAL,
Dourados,EM FRANKLIN LUIZ AZAMBUJA,URBANA,50016148,MUNICIPAL,
Dourados,EM FREI EUCARIO SCHMITT,URBANA,50016300,MUNICIPAL,
Dourados,EM GERALDINO NEVES CORREA - POLO,RURAL,50025481,MUNICIPAL,
Dourados,EM INDIGENA AGUSTINHO,RURAL,50030043,MUNICIPAL,
Dourados,EM INDIGENA ARAPORA,RURAL,50030426,MUNICIPAL,
Dourados,EM INDIGENA PA I CHIQUITO- CHIQUITO PEDRO,RURAL,50029495,MUNICIPAL,
Dourados,EM INDIGENA RAMAO MARTINS,RURAL,50060007,MUNICIPAL,
Dourados,EM INDIGENA TENGATUI MARANGATU - POLO,RURAL,50016245,MUNICIPAL,
Dourados,EM IZABEL MUZZI FIORAVANTI,URBANA,50016156,MUNICIPAL,
Dourados,EM JOAQUIM MURTINHO,URBANA,50016180,MUNICIPAL,
Dourados,EM JOSE EDUARDO CANUTO ESTOLANO - PEREQUETE,RURAL,50030434,MUNICIPAL,
Dourados,EM MARIA DA ROSA ANTUNES DA SILVEIRA CAMARA,URBANA,50016210,MUNICIPAL,
Dourados,EM PADRE ANCHIETA,RURAL,50017225,MUNICIPAL,
Dourados,EM PEDRO PALHANO,URBANA,50040405,MUNICIPAL,
Dourados,EM PREF LUIZ ANTONIO ALVARES GONCALVES,URBANA,50078801,MUNICIPAL,
Dourados,EM PREF RUY GOMES,RURAL,50017071,MUNICIPAL,
Dourados,EM PROFª ANTONIA CANDIDA DE MELO,URBANA,50016504,MUNICIPAL,
Dourados,EM PROFª AVANI CARGNELUTTI FEHLAUER,URBANA,50016067,MUNICIPAL,
Dourados,EM PROFª EFANTINA DE QUADROS,URBANA,50025295,MUNICIPAL,
Dourados,EM PROFª ELZA FARIAS KINTSCHEV REAL,URBANA,50016113,MUNICIPAL,
Dourados,EM PROFª IRIA LUCIA WILHELM KONZEN,URBANA,50032208,MUNICIPAL,
Dourados,EM PROFª MARIA DA CONCEICAO ANGELICA,URBANA,50032410,MUNICIPAL,
Dourados,EM SOCRATES CAMARA,URBANA,50016172,MUNICIPAL,
Dourados,EM VER ALBERTINA PEREIRA DE MATOS,URBANA,50016342,MUNICIPAL,
Dourados,EM WEIMAR GONCALVES TORRES,URBANA,50016547,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL ARMANDO CAMPOS BELO,URBANA,50016083,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL ARTHUR CAMPOS MELLO,URBANA,50016091,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL AURORA PEDROSO DE CAMARGO,URBANA,50016040,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL INDIGENA LACUI ROQUE ISNARD,RURAL,50040600,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL JANUARIO PEREIRA DE ARAUJO,URBANA,50016164,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL LAUDEMIRA COUTINHO DE MELO,URBANA,50016199,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL LOIDE BONFIM ANDRADE,URBANA,50016580,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL NEIL FIORAVANTI,URBANA,50022512,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL PREF ALVARO BRANDAO,URBANA,50016520,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL PROF CLORI BENEDETTI DE FREITAS,URBANA,50016555,MUNICIPAL,
Dourados,ESCOLA MUNICIPAL PROF MANOEL SANTIAGO DE OLIVEIRA,URBANA,50016539,MUNICIPAL,
Eldorado,CENTRO DE EDUCACAO INFANTIL ITAMAR EVARISTO DA SILVA,RURAL,50020315,MUNICIPAL,
Eldorado,CENTRO DE EDUCACAO INFANTIL NOSSA SRA APARECIDA,URBANA,50020005,MUNICIPAL,
Eldorado,CENTRO DE EDUCACAO INFANTIL PINGO DE GENTE,URBANA,50020307,MUNICIPAL,
Eldorado,EM ASSENTAMENTO FLORESTA BRANCA,RURAL,50042408,MUNICIPAL,
Eldorado,EM SEBASTIAO DE PAULA,URBANA,50022210,MUNICIPAL,
Eldorado,ESCOLA MUNICIPAL BAIRRO CERAMICA,URBANA,50020056,MUNICIPAL,
