MUNICÍPIO,ESCOLA,LOCALIZAÇÃO,CÓDIGO DO INEP,TIPO,
Campo Grande,EE PROFª MARIA DE LOURDES TOLEDO AREIAS,URBANA,50006118,ESTADUAL,
Campo Grande,EE PROFª MARIA RITA DE CASSIA PONTES TEIXEIRA,URBANA,50008463,ESTADUAL,
Campo Grande,EE PROFª NEYDER SUELLY COSTA VIEIRA,URBANA,50023004,ESTADUAL,
Campo Grande,EE PROFª THEREZA NORONHA DE CARVALHO,URBANA,50005863,ESTADUAL,
Campo Grande,EE PROFª ZELIA QUEVEDO CHAVES,URBANA,50008501,ESTADUAL,
Campo Grande,EE RIACHUELO,URBANA,50006487,ESTADUAL,
Campo Grande,EE RUI BARBOSA,URBANA,50006215,ESTADUAL,
Campo Grande,EE SAO FRANCISCO,URBANA,50006339,ESTADUAL,
Campo Grande,EE SAO JOSE,URBANA,50006347,ESTADUAL,
Campo Grande,EE SEBASTIAO SANTANA DE OLIVEIRA,URBANA,50006223,ESTADUAL,
Campo Grande,EE TEOTONIO VILELA,URBANA,50006231,ESTADUAL,
Campo Grande,EE VESPASIANO MARTINS,URBANA,50006495,ESTADUAL,
Campo Grande,EE WALDEMIR BARROS DA SILVA,URBANA,50006240,ESTADUAL,
Campo Grande,EE ZAMENHOF,URBANA,50005898,ESTADUAL,
Campo Grande,EE LINO VILLACHA,URBANA,50006002,ESTADUAL,
Campo Grande,EE PROF SILVIO OLIVEIRA DOS SANTOS,URBANA,50006177,ESTADUAL,
Campo Grande,ESCOLA ESTADUAL PROFESSOR ALBERTO ELPIDIO FERREIRA DIAS - PROFESSOR TITO,URBANA,50034626,ESTADUAL,
Campo Grande,EE PROFESSORA FLAVINA MARIA DA SILVA,URBANA,50005839,ESTADUAL,
Campo Grande,ESCOLA TECNICA DO SUS PROFª ENA DE ARAUJO GALVAO,URBANA,50025180,ESTADUAL,
Caracol,EE DR RUBENS DE CASTRO PINTO,URBANA,50014366,ESTADUAL,
Cassilândia,EE HERMELINA BARBOSA LEAL,URBANA,50010115,ESTADUAL,
Cassilândia,EE RUI BARBOSA,URBANA,50010158,ESTADUAL,
Cassilândia,EE SAO JOSE,URBANA,50010166,ESTADUAL,
Chapadão do Sul,CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL ARLINDO NECKEL,URBANA,50034138,ESTADUAL,
Chapadão do Sul,EE AUGUSTO KRUG NETTO,URBANA,50010670,ESTADUAL,
Chapadão do Sul,ESCOLA ESTADUAL JORGE AMADO,URBANA,50029053,ESTADUAL,
Corguinho,EE JOSE ALVES QUITO,URBANA,50009290,ESTADUAL,
Coronel Sapucaia,EE CEL SAPUCAIA,URBANA,50019554,ESTADUAL,
Coronel Sapucaia,EE ENEIL VARGAS,URBANA,50019562,ESTADUAL,
Corumbá,EE CARLOS DE CASTRO BRASIL,URBANA,50000179,ESTADUAL,
Corumbá,EE DOM BOSCO,URBANA,50000187,ESTADUAL,
Corumbá,EE DR GABRIEL VANDONI DE BARROS,URBANA,50000047,ESTADUAL,
Corumbá,EE DR JOAO LEITE DE BARROS,URBANA,50000195,ESTADUAL,
Corumbá,EE INDIGENA JOAO Q DE CARVALHO - TOGHOPANAA,RURAL,50029746,ESTADUAL,
Corumbá,EE JULIA GONCALVES PASSARINHO,URBANA,50000209,ESTADUAL,
Corumbá,EE MARIA HELENA ALBANEZE,URBANA,50000152,ESTADUAL,
Corumbá,EE MARIA LEITE,URBANA,50000217,ESTADUAL,
Corumbá,EE NATHERCIA POMPEO DOS SANTOS,URBANA,50000225,ESTADUAL,
Corumbá,EE OCTACILIO FAUSTINO DA SILVA,URBANA,50000233,ESTADUAL,
Corumbá,EE ROTARY CLUB,URBANA,50000160,ESTADUAL,
Costa Rica,EE JOSE FERREIRA DA COSTA,URBANA,50010700,ESTADUAL,
Costa Rica,EE SANTOS DUMONT,URBANA,50010719,ESTADUAL,
Coxim,EE PADRE NUNES,URBANA,50003461,ESTADUAL,
Coxim,EE PEDRO MENDES FONTOURA,URBANA,50003500,ESTADUAL,
Coxim,EE PROFª CLARICE RONDON DOS SANTOS,URBANA,50003518,ESTADUAL,
Coxim,EE SEMIRAMIS CARLOTA BENEVIDES DA ROCHA,URBANA,50003526,ESTADUAL,
Coxim,EE SILVIO FERREIRA,URBANA,50003534,ESTADUAL,
Coxim,EE VIRIATO BANDEIRA,URBANA,50003542,ESTADUAL,
Deodápolis,EE 13 DE MAIO,URBANA,50019660,ESTADUAL,
Deodápolis,EE EDWIRGES COELHO DERZI,URBANA,50019651,ESTADUAL,
Deodápolis,EE JOAO BAPTISTA PEREIRA,RURAL,50019961,ESTADUAL,
Deodápolis,EE LAGOA BONITA,RURAL,50019813,ESTADUAL,
Deodápolis,EE SCILA MEDICI,URBANA,50019678,ESTADUAL,
Deodápolis,ESCOLA ESTADUAL PORTO VILMA,RURAL,50019880,ESTADUAL,
Dois Irmãos do Buriti,EE ESTEFANA CENTURION GAMBARRA,URBANA,50002155,ESTADUAL,
Dois Irmãos do Buriti,EE INDIGENA CACIQUE NDETI REGINALDO,RURAL,50037005,ESTADUAL,
Dois Irmãos do Buriti,EE INDIGENA NATIVIDADE ALCANTARA MARQUES,RURAL,50082876,ESTADUAL,
Douradina,EE BARAO DO RIO BRANCO,URBANA,50015591,ESTADUAL,
Dourados,CENTRO ESTADUAL DE EDUCACAO DE JOVENS E ADULTOS DE DOURADOS-CEEJA MS,URBANA,50015770,ESTADUAL,
Dourados,CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PROF EVANILDE COSTA DA SILVA,URBANA,50033700,ESTADUAL,
Dourados,EE ABIGAIL BORRALHO,URBANA,50015885,ESTADUAL,
Dourados,EE ANTONIA DA SILVEIRA CAPILE,URBANA,50016415,ESTADUAL,
Dourados,EE ANTONIO VICENTE AZAMBUJA,RURAL,50016873,ESTADUAL,
Dourados,EE CASTRO ALVES,URBANA,50015907,ESTADUAL,
Dourados,EE FLORIANO VIEGAS MACHADO,URBANA,50015940,ESTADUAL,
Dourados,EE INDIGENA DE EM INT GUATEKA - MARCAL DE SOUZA,RURAL,50030388,ESTADUAL,
Dourados,EE JOAQUIM VAZ DE OLIVEIRA,URBANA,50033654,ESTADUAL,
Dourados,EE MARIA DA GLORIA MUZZI FERREIRA,URBANA,50015915,ESTADUAL,
Dourados,EE MENODORA FIALHO DE FIGUEIREDO,URBANA,50016008,ESTADUAL,
Dourados,EE MIN JOAO PAULO DOS REIS VELOSO,URBANA,50016016,ESTADUAL,
Dourados,EE PASTOR DANIEL BERG,URBANA,50015958,ESTADUAL,
Dourados,EE PRES GETULIO VARGAS,RURAL,50017373,ESTADUAL,
Dourados,EE PRES TANCREDO NEVES,URBANA,50015966,ESTADUAL,
Dourados,EE PRES VARGAS,URBANA,50016024,ESTADUAL,
Dourados,EE PROF ALICIO ARAUJO,URBANA,50026569,ESTADUAL,
Dourados,EE PROF CELSO MULLER DO AMARAL,URBANA,50027581,ESTADUAL,
Dourados,EE PROFª FLORIANA LOPES,URBANA,50016482,ESTADUAL,
Dourados,EE RAMONA DA SILVA PEDROSO,URBANA,50016431,ESTADUAL,
Dourados,EE RITA ANGELINA BARBOSA SILVEIRA,URBANA,50033646,ESTADUAL,
Dourados,EE ROTARY DR NELSON DE ARAUJO,URBANA,50015931,ESTADUAL,
Dourados,EE VILMAR VIEIRA MATOS,URBANA,50016032,ESTADUAL,
Dourados,EE PROFESSOR JOSE PEREIRA LINS,URBANA,50032860,ESTADUAL,
Dourados,EE VEREADOR MOACIR DJALMA BARROS,URBANA,50034251,ESTADUAL,
Eldorado,EE 13 DE MAIO,URBANA,50020030,ESTADUAL,
Eldorado,EE ELDORADO,URBANA,50020021,ESTADUAL,
Eldorado,EE SILO VARGAS BATISTA,RURAL,50020323,ESTADUAL,
Fátima do Sul,EE JONAS BELARMINO DA SILVA,RURAL,50017560,ESTADUAL,
Fátima do Sul,EE SEN FILINTO MULLER,URBANA,50017438,ESTADUAL,
Fátima do Sul,EE VICENTE PALLOTTI,URBANA,50017497,ESTADUAL,
Fátima do Sul,EE VILA BRASIL,URBANA,50017411,ESTADUAL,
Figueirão,EE DR ARNALDO ESTEVAO DE FIGUEIREDO,URBANA,50003429,ESTADUAL,
Glória de Dourados,EE HILDA BERGO DUARTE,URBANA,50020366,ESTADUAL,
Glória de Dourados,EE PROFª EUFROSINA PINTO,URBANA,50020374,ESTADUAL,
Glória de Dourados,EE PROFª VANIA MEDEIROS LOPES,URBANA,50020382,ESTADUAL,
Glória de Dourados,EE WEIMAR TORRES,RURAL,50020609,ESTADUAL,
Guia Lopes da Laguna,EE ALZIRO LOPES,URBANA,50014420,ESTADUAL,
Guia Lopes da Laguna,EE SALOME DE MELO ROCHA,URBANA,50014439,ESTADUAL,
Iguatemi,EE 8 DE MAIO,URBANA,50020650,ESTADUAL,
Iguatemi,EE MARCILIO AUGUSTO PINTO,URBANA,50020668,ESTADUAL,
Iguatemi,EE PAULO FREIRE,URBANA,50026437,ESTADUAL,
Inocência,EE PROF JOAO PEREIRA VALIM,URBANA,50011260,ESTADUAL,
Inocência,EE JOAO PONCE DE ARRUDA,RURAL,50031910,ESTADUAL,
Itaporã,EE ANTONIO JOAO RIBEIRO,URBANA,50017608,ESTADUAL,
Itaporã,EE EDSON BEZERRA,URBANA,50017616,ESTADUAL,
Itaporã,EE OLIVIA PAULA,RURAL,50017756,ESTADUAL,
Itaporã,EE PRINCESA IZABEL,RURAL,50017772,ESTADUAL,
Itaporã,EE SEN SALDANHA DERZI,RURAL,50017730,ESTADUAL,
Itaporã,EE RODRIGUES ALVES,URBANA,50022393,ESTADUAL,
Itaquiraí,EE LEOPOLDO DALMOLIN,URBANA,50020757,ESTADUAL,
Itaquiraí,EE MANOEL GUILHERME DOS SANTOS,URBANA,50020765,ESTADUAL,
Itaquiraí,EE PROF JOSE JUAREZ RIBEIRO DE OLIVEIRA,URBANA,50026259,ESTADUAL,
Itaquiraí,EE PROFª TERTULINA MARTINS DE OLIVEIRA,RURAL,50034049,ESTADUAL,
Ivinhema,EE ANGELINA JAIME TEBET,URBANA,50020854,ESTADUAL,
Ivinhema,EE JOAQUIM GONCALVES LEDO,RURAL,50020986,ESTADUAL,
Ivinhema,EE REYNALDO MASSI,URBANA,50020838,ESTADUAL,
Ivinhema,EE SEN FILINTO MULLER,URBANA,50020846,ESTADUAL,
Japorã,EE JAPORA,URBANA,50021028,ESTADUAL,
Jaraguari,EE JOSE SERAFIM RIBEIRO,URBANA,50009460,ESTADUAL,
Jaraguari,EE ZUMBI DOS PALMARES,RURAL,50022377,ESTADUAL,
Jardim,EE ANTONIO PINTO PEREIRA,URBANA,50014625,ESTADUAL,
Jardim,EE CEL JUVENCIO,URBANA,50014641,ESTADUAL,
Jardim,EE CEL PEDRO JOSE RUFINO,URBANA,50014650,ESTADUAL,
Jateí,EE PROF JOAQUIM ALFREDO SOARES VIANNA,RURAL,50021060,ESTADUAL,
Jateí,EE PROFª BERNADETE SANTOS LEITE,URBANA,50021052,ESTADUAL,
Juti,EE 31 DE MARCO,URBANA,50017799,ESTADUAL,
Ladário,EE 2 DE SETEMBRO,URBANA,50000675,ESTADUAL,
Ladário,EE LEME DO PRADO,URBANA,50000667,ESTADUAL,
Laguna Carapã,EE ALVARO MARTINS DOS SANTOS,URBANA,50017829,ESTADUAL,
Maracaju,EE CAMBARAI,URBANA,50018116,ESTADUAL,
Maracaju,EE CEL LIMA DE FIGUEIREDO,URBANA,50018019,ESTADUAL,
Maracaju,EE MANOEL FERREIRA DE LIMA,URBANA,50018027,ESTADUAL,
Maracaju,EE PADRE CONSTANTINO DE MONTE,URBANA,50018035,ESTADUAL,
Miranda,EE CAETANO PINTO,URBANA,50002554,ESTADUAL,
Miranda,EE CARMELITA CANALE REBUA,URBANA,50002546,ESTADUAL,
Miranda,EE DONA ROSA PEDROSSIAN,URBANA,50002562,ESTADUAL,
Miranda,EE INDIGENA CACIQUE TIMOTEO,RURAL,50030850,ESTADUAL,
Miranda,EE INDIGENA PROF ATANASIO ALVES,RURAL,50082809,ESTADUAL,
Miranda,EE INDIGENA CACIQUE VICENTE DE ALMEIDA,RURAL,50033263,ESTADUAL,
Mundo Novo,EE CASTELO BRANCO,URBANA,50021206,ESTADUAL,
Mundo Novo,EE MAL RONDON,URBANA,50021214,ESTADUAL,
Mundo Novo,EE PROFª IOLANDA ALLY,URBANA,50021222,ESTADUAL,
Mundo Novo,EE PROFª TEREZINHA DOS SANTOS MENDONCA,URBANA,50021192,ESTADUAL,
Naviraí,CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL SENADOR RAMEZ TEBET,URBANA,50032763,ESTADUAL,
Naviraí,EE ANTONIO FERNANDES,URBANA,50021460,ESTADUAL,
Naviraí,EE EURICO GASPAR DUTRA,URBANA,50021346,ESTADUAL,
Naviraí,EE JURACY ALVES CARDOSO,URBANA,50021354,ESTADUAL,
Naviraí,EE PRES MEDICI,URBANA,50021370,ESTADUAL,
Naviraí,EE VINICIUS DE MORAES,URBANA,50021338,ESTADUAL,
Nioaque,EE INDIGENA DE EM ANGELINA VICENTE,RURAL,50030418,ESTADUAL,
Nioaque,EE ODETE IGNEZ RESSTEL VILLAS BOAS,URBANA,50014889,ESTADUAL,
Nioaque,EE PADROEIRA DO BRASIL,RURAL,50014897,ESTADUAL,
Nioaque,EE UIRAPURU,RURAL,50032569,ESTADUAL,
Nova Alvorada do Sul,EE ANTONIO COELHO,URBANA,50018230,ESTADUAL,
Nova Alvorada do Sul,EE DELFINA NOGUEIRA DE SOUZA,URBANA,50027646,ESTADUAL,
Nova Andradina,EE AUSTRILIO CAPILE CASTRO,URBANA,50013416,ESTADUAL,
Nova Andradina,EE IRMAN RIBEIRO DE ALMEIDA SILVA,URBANA,50013378,ESTADUAL,
Nova Andradina,EE LUIZ SOARES ANDRADE,URBANA,50013424,ESTADUAL,
Nova Andradina,EE MAL RONDON,URBANA,50013408,ESTADUAL,
Nova Andradina,EE PADRE ANCHIETA,URBANA,50013386,ESTADUAL,
Nova Andradina,EE PROF LUIZ CARLOS SAMPAIO,RURAL,50082884,ESTADUAL,
Nova Andradina,EE PROFª FATIMA GAIOTTO SAMPAIO,URBANA,50013394,ESTADUAL,
Nova Andradina,EE PROFª NAIR PALACIO DE SOUZA,URBANA,50013432,ESTADUAL,
Novo Horizonte do Sul,EE DORCELINA DE OLIVEIRA FOLADOR,URBANA,50026852,ESTADUAL,
Paraíso das Águas,EE VER KENDI NAKAI,URBANA,50010972,ESTADUAL,
Paranaíba,EE ARACILDA CICERO CORREA DA COSTA,URBANA,50011383,ESTADUAL,
Paranaíba,EE DR ERMIRIO LEAL GARCIA,URBANA,50011391,ESTADUAL,
Paranaíba,EE GUSTAVO RODRIGUES DA SILVA,URBANA,50011367,ESTADUAL,
Paranaíba,EE JOSE GARCIA LEAL,URBANA,50011405,ESTADUAL,
Paranaíba,EE MANOEL GARCIA LEAL,URBANA,50011413,ESTADUAL,
Paranaíba,EE WLADISLAU GARCIA GOMES,URBANA,50011421,ESTADUAL,
Paranhos,EE SANTIAGO BENITES,URBANA,50021540,ESTADUAL,
Pedro Gomes,EE FRANCISCO RIBEIRO SOARES,URBANA,50003852,ESTADUAL,
Pedro Gomes,EE PROFª CLEUZA TEODORO,URBANA,50003860,ESTADUAL,
Ponta Porã,EE ADE MARQUES,URBANA,50018345,ESTADUAL,
Ponta Porã,EE DEP FERNANDO C CAPIBERIBE SALDANHA,URBANA,50018353,ESTADUAL,
Ponta Porã,EE DR MIGUEL MARCONDES ARMANDO,URBANA,50018361,ESTADUAL,
Ponta Porã,EE JOAO BREMBATTI CALVOSO,URBANA,50018388,ESTADUAL,
Ponta Porã,EE JOAQUIM MURTINHO,URBANA,50018744,ESTADUAL,
Ponta Porã,EE LIONS CLUBE DE PONTA PORA,URBANA,50018426,ESTADUAL,
Ponta Porã,EE MENDES GONCALVES,URBANA,50022725,ESTADUAL,
Ponta Porã,EE NOVA ITAMARATI,RURAL,50018370,ESTADUAL,
Ponta Porã,EE PEDRO AFONSO PEREIRA GOLDONI,RURAL,50019120,ESTADUAL,
Ponta Porã,EE PROF CARLOS PEREIRA DA SILVA,RURAL,50039806,ESTADUAL,
Ponta Porã,EE PROF JOSE EDSON DOMINGOS DOS SANTOS,RURAL,50028456,ESTADUAL,
Ponta Porã,EE PROFª GENI MARQUES MAGALHAES,URBANA,50018418,ESTADUAL,
Porto Murtinho,EE JOSE BONIFACIO,URBANA,50000799,ESTADUAL,
Ribas do Rio Pardo,EE DR JOAO PONCE DE ARRUDA,URBANA,50011936,ESTADUAL,
Ribas do Rio Pardo,EE EDUARDO BATISTA AMORIM,URBANA,50011944,ESTADUAL,
Rio Brilhante,EE ETALIVIO PEREIRA MARTINS,URBANA,50019252,ESTADUAL,
Rio Brilhante,EE FERNANDO CORREA DA COSTA,URBANA,50019260,ESTADUAL,
Rio Brilhante,EE PROFª LIGIA TEREZINHA MARTINS,URBANA,50019295,ESTADUAL,
Rio Negro,EE LEONTINO ALVES DE OLIVEIRA,URBANA,50009672,ESTADUAL,
Rio Verde de Mato Grosso,EE THOMAZ BARBOSA RANGEL,URBANA,50004077,ESTADUAL,
Rio Verde de Mato Grosso,EE VERGELINO MATEUS DE OLIVEIRA,URBANA,50004085,ESTADUAL,
Rochedo,EE JOSE ALVES RIBEIRO,URBANA,50009788,ESTADUAL,
Santa Rita do Pardo,EE JOSE FERREIRA LIMA,URBANA,50012010,ESTADUAL,
São Gabriel do Oeste,EE BERNARDINO FERREIRA DA CUNHA,URBANA,50004352,ESTADUAL,
São Gabriel do Oeste,EE DORCELINA FOLADOR,RURAL,50028960,ESTADUAL,
São Gabriel do Oeste,EE PROFª CREUZA APARECIDA DELLA COLETA,URBANA,50027638,ESTADUAL,
São Gabriel do Oeste,EE SAO GABRIEL,URBANA,50004344,ESTADUAL,
Selvíria,EE ANA MARIA DE SOUZA,URBANA,50011618,ESTADUAL,
Sete Quedas,EE 13 DE MAIO,URBANA,50021699,ESTADUAL,
Sete Quedas,EE 4 DE ABRIL,URBANA,50021702,ESTADUAL,
Sete Quedas,EE GUIMARAES ROSA,URBANA,50021710,ESTADUAL,
Sidrolândia,EE KOPENOTI DE EM PROF LUCIO DIAS,RURAL,50030760,ESTADUAL,
Sidrolândia,EE PAULO EDUARDO DE SOUZA FIRMO,RURAL,50023390,ESTADUAL,
Sidrolândia,EE PROFª CATARINA DE ABREU,URBANA,50009850,ESTADUAL,
Sidrolândia,EE SIDRONIO ANTUNES DE ANDRADE,URBANA,50009869,ESTADUAL,
Sidrolândia,EE VESPASIANO MARTINS,RURAL,50009974,ESTADUAL,
Sonora,EE COMANDANTE MAURICIO COUTINHO DUTRA,URBANA,50004620,ESTADUAL,
Tacuru,EE PROF CLETO DE MORAES COSTA,URBANA,50021796,ESTADUAL,
Tacuru,ESCOLA ESTADUAL INDIGENA JASY RENDY,RURAL,50034090,ESTADUAL,
Taquarussu,EE DR MARTINHO MARQUES,URBANA,50013610,ESTADUAL,
Terenos,EE ANTONIO NOGUEIRA DA FONSECA,RURAL,50010018,ESTADUAL,
Terenos,EE ANTONIO VALADARES,URBANA,50010026,ESTADUAL,
Terenos,EE EDUARDO PEREZ,URBANA,50010034,ESTADUAL,
Três Lagoas,EE AFONSO FRANCISCO XAVIER TRANNIN,RURAL,50012525,ESTADUAL,
Três Lagoas,EE AFONSO PENA,URBANA,50012096,ESTADUAL,
Três Lagoas,EE BOM JESUS,URBANA,50012100,ESTADUAL,
Três Lagoas,EE DOM AQUINO CORREA,URBANA,50012118,ESTADUAL,
Três Lagoas,EE EDWARDS CORREA E SOUZA,URBANA,50012126,ESTADUAL,
Três Lagoas,EE FERNANDO CORREA,URBANA,50012134,ESTADUAL,
Três Lagoas,EE JOAO DANTAS FILGUEIRAS,URBANA,50012142,ESTADUAL,
Três Lagoas,EE JOAO PONCE DE ARRUDA,URBANA,50012177,ESTADUAL,
Três Lagoas,EE JOSE FERREIRA,URBANA,50012088,ESTADUAL,
Três Lagoas,EE LUIZ LOPES DE CARVALHO,URBANA,50032089,ESTADUAL,
Três Lagoas,EE PADRE JOAO TOMES,URBANA,50012150,ESTADUAL,
Três Lagoas,EE PROF JOAO MAGIANO PINTO,URBANA,50012169,ESTADUAL,
Vicentina,EE PADRE JOSE DANIEL,URBANA,50019384,ESTADUAL,
Vicentina,EE SAO JOSE,RURAL,50019430,ESTADUAL,
Vicentina,EE EMANNUEL PINHEIRO,RURAL,50019449,ESTADUAL,
Aquidauana,IFMS - CAMPUS AQUIDAUANA,URBANA,50082817,FEDERAL,
Campo Grande,COLEGIO MILITAR DE CAMPO GRANDE,URBANA,50005499,FEDERAL,
Campo Grande,IFMS - CAMPUS CAMPO GRANDE,URBANA,50082825,FEDERAL,
Corumbá,IFMS - CAMPUS CORUMBA,URBANA,50082833,FEDERAL,
Coxim,IFMS - CAMPUS COXIM,URBANA,50082841,FEDERAL,
Dourados,IFMS - CAMPUS DOURADOS,URBANA,50033115,FEDERAL,
Jardim,IFMS - CAMPUS JARDIM,URBANA,50033182,FEDERAL,
Naviraí,IFMS - CAMPUS NAVIRAI,URBANA,50033212,FEDERAL,
Nova Andradina,IFMS - CAMPUS NOVA ANDRADINA,RURAL,50072900,FEDERAL,
Ponta Porã,IFMS - CAMPUS PONTA PORA,RURAL,50082850,FEDERAL,
Três Lagoas,IFMS - CAMPUS TRES LAGOAS,URBANA,50082868,FEDERAL,

