"MUNICÍPIO","ZONA","CÓDIGO DO INEP","UNIDADE ESCOLAR","TIPO"
"Costa Rica","URBANA","50030973","CENTRO DE EDUCACAO INFANTIL SONHO DE NINAR","MUNICIPAL"
"Costa Rica","URBANA","50028278","CENTRO DE EDUCACAO INFANTIL SONHO MEU","MUNICIPAL"
"Costa Rica","RURAL","50025643","ESCOLA MUNICIPAL COTRISA DE BAUS POLO","MUNICIPAL"
"Costa Rica","URBANA","50034375","ESCOLA MUNICIPAL FABIO RODRIGUES BARBOSA","MUNICIPAL"
"Costa Rica","URBANA","50010727","ESCOLA MUNICIPAL FRANCISCO MARTINS CARRIJO","MUNICIPAL"
"Costa Rica","URBANA","50010735","ESCOLA MUNICIPAL JOAQUIM FAUSTINO ROSA","MUNICIPAL"
"Costa Rica","URBANA","50024167","ESCOLA MUNICIPAL PROFESSOR ADENOCRE ALEXANDRE DE MORAIS","MUNICIPAL"
"Costa Rica","URBANA","50010743","ESCOLA MUNICIPAL VALE DO AMANHECER","MUNICIPAL"
"Coxim","URBANA","50030744","CEI - ILDON TORQUATO RIBEIRO","MUNICIPAL"
"Coxim","URBANA","50044818","CEI - MARIA SANTANA DE ARAUJO","MUNICIPAL"
"Coxim","URBANA","50026860","CEI - NELY MARTINS","MUNICIPAL"
"Coxim","URBANA","50024744","CEI - SENHOR DIVINO","MUNICIPAL"
"Coxim","URBANA","50022172","CEI - ZULEIDE POMPEU DOS SANTOS","MUNICIPAL"
"Coxim","URBANA","50031368","CENTRO DE EDUCACAO INFANTIL LEONORA DA SILVA BEZERRA","MUNICIPAL"
"Coxim","URBANA","50031872","CENTRO MUNICIPAL DE PRE-ESCOLAR CAMINHO DAS LETRAS","MUNICIPAL"
"Coxim","RURAL","50003720","EM ANTONIO TORQUATO DA SILVA - POLO","MUNICIPAL"
"Coxim","URBANA","50003577","EM ESTUDANTE WILLIAM TAVARES DE OLIVEIRA","MUNICIPAL"
"Coxim","RURAL","50003747","EM LAUCIDIO COELHO - POLO","MUNICIPAL"
"Coxim","URBANA","50003569","EM MAL RONDON - POLO","MUNICIPAL"
"Coxim","URBANA","50033824","ESCOLA MUNICIPAL DE PRE-ESCOLAR E ENSINO FUNDAMENTAL MARIA LUCIA BATISTA","MUNICIPAL"
"Deodápolis","URBANA","50028898","CEI CANTINHO DO SONHO","MUNICIPAL"
"Deodápolis","URBANA","50019775","CEI- JOAO PEDRO PELEGRINE DE SOUZA POLO","MUNICIPAL"
"Deodápolis","URBANA","50026593","CEI LAGOA BONITA","MUNICIPAL"
"Deodápolis","URBANA","50019732","EMEIEF PROFESSORA ELIZABETE LUCENA CAMPOS POLO","MUNICIPAL"
"Dois Irmãos do Buriti","URBANA","50025368","CENTRO POLO MUNICIPAL DE EDUCACAO INFANTIL ANJOS DO DIA","MUNICIPAL"
"Dois Irmãos do Buriti","URBANA","50031457","CMEI - SIDINEI MARQUES ROSA","MUNICIPAL"
"Dois Irmãos do Buriti","URBANA","50002171","EM FELICIA EMIKO KAWAMURA SAKITANI","MUNICIPAL"
"Dois Irmãos do Buriti","RURAL","50002481","EM NERO MENEZES DE AVILA","MUNICIPAL"
"Dois Irmãos do Buriti","RURAL","50002147","EPM INDIGENA ALEXINA ROSA FIGUEREDO","MUNICIPAL"
"Dois Irmãos do Buriti","RURAL","50002163","ESCOLA MUNICIPAL PROF JOSE PINTO DA SILVA","MUNICIPAL"
"Dois Irmãos do Buriti","RURAL","50029452","ESCOLA POLO INDIGENA CACIQUE NDETI REGINALDO","MUNICIPAL"
"Douradina","URBANA","50015605","CEI ARTE E VIDA","MUNICIPAL"
"Douradina","RURAL","50029754","EM DE EDUC INDIGENA JOAOZINHO CARAPE FERNANDO","MUNICIPAL"
"Douradina","RURAL","50015648","EM MARIA DA GLORIA MUZZI FERREIRA","MUNICIPAL"
"Douradina","URBANA","50022156","EM MIRENA AMELIA BATISTA","MUNICIPAL"
"Dourados","RURAL","50031325","CEI - UFGD","MUNICIPAL"
"Dourados","URBANA","50025210","CEIM - AUSTRILIO FERREIRA DE SOUZA","MUNICIPAL"
"Dourados","URBANA","50031260","CEIM - BEATRIZ DE BARROS BUMLAI","MUNICIPAL"
"Dourados","URBANA","50029509","CEIM - CELSO DE ALMEIDA","MUNICIPAL"
"Dourados","URBANA","50033549","CEIM - CLAUDETE PEREIRA LIMA","MUNICIPAL"
"Dourados","URBANA","50030906","CEIM - CLAUDINA DA SILVA TEIXEIRA","MUNICIPAL"
"Dourados","URBANA","50030035","CEIM - DALVA VERA MARTINES","MUNICIPAL"
"Dourados","URBANA","50028286","CEIM - DECIO ROSA BASTOS","MUNICIPAL"
"Dourados","URBANA","50025252","CEIM - GENY FERREIRA MILAN","MUNICIPAL"
"Dourados","URBANA","50025236","CEIM - HELIO LUCAS","MUNICIPAL"
"Dourados","URBANA","50025279","CEIM - KATIA MARQUES BARBOSA","MUNICIPAL"
"Dourados","URBANA","50025333","CEIM - MANOEL PEDRO NOLASCO","MUNICIPAL"
"Dourados","URBANA","50031341","CEIM - MARIA DO ROSARIO MOREIRA SECHI","MUNICIPAL"
"Dourados","URBANA","50025228","CEIM - MARIA MADALENA DE AGUIAR-RAIO DE SOL","MUNICIPAL"
"Dourados","URBANA","50025201","CEIM - PAULO GABIATTI","MUNICIPAL"
"Dourados","URBANA","50025260","CEIM - PEQUENO PRINCIPE","MUNICIPAL"
"Dourados","URBANA","50030493","CEIM - PROF BERTILO BINSFELD","MUNICIPAL"
"Dourados","URBANA","50030027","CEIM - PROF MARIO KUMAGAI","MUNICIPAL"
"Dourados","URBANA","50030507","CEIM - PROFª IRANY BATISTA DE MATOS","MUNICIPAL"
"Dourados","URBANA","50025325","CEIM - RAMAO VITAL VIANA","MUNICIPAL"
"Dourados","URBANA","50026984","CEIM - RECANTO DA CRIANCA","MUNICIPAL"
"Dourados","URBANA","50028294","CEIM - RECANTO RAIZES","MUNICIPAL"
"Dourados","URBANA","50025309","CEIM - SARAH PENZO","MUNICIPAL"
"Dourados","URBANA","50075802","CEIM HELENA EFIGENIA PEREIRA","MUNICIPAL"
"Dourados","URBANA","50025287","CEIM IVO BENEDITO CARNEIRO","MUNICIPAL"
"Dourados","URBANA","50032216","CEIM MARIA DE LOURDES SILVA","MUNICIPAL"
"Dourados","URBANA","50025317","CEIM MARIA DE NAZARE","MUNICIPAL"
"Dourados","URBANA","50032879","CEIM PEDRO DA SILVA MOTA","MUNICIPAL"
"Dourados","URBANA","50067800","CEIM PROF DEJANIRA QUEIROZ TEIXEIRA","MUNICIPAL"
"Dourados","URBANA","50032402","CEIM PROF GUILHERME S GOMES","MUNICIPAL"
"Dourados","URBANA","50034464","CEIM PROF ISILDA APARECIDA DOS SANTOS SOUZA","MUNICIPAL"
"Dourados","URBANA","50033891","CEIM PROFª LUCIA LICHT MARTINS","MUNICIPAL"
"Dourados","URBANA","50034456","CEIM PROFESSORA ARGEMIRA RODRIGUES BARBOSA","MUNICIPAL"
"Dourados","URBANA","50033581","CEIM PROFESSORA CLARINDA MATTOS E SOUZA","MUNICIPAL"
"Dourados","URBANA","50033956","CEIM PROFESSORA ZELI DA SILVA RAMOS","MUNICIPAL"
"Dourados","URBANA","50027506","CEIM SAO FRANCISCO","MUNICIPAL"
"Dourados","URBANA","50025244","CEIM WILSON BENEDITO CARNEIRO","MUNICIPAL"
"Dourados","URBANA","50028308","CENTRO DE EDUCACAO INFANTIL MUNICIPAL VITTORIO FEDRIZZI","MUNICIPAL"
"Dourados","RURAL","50022555","EM AGROTECNICA PE ANDRE CAPELLI","MUNICIPAL"
"Dourados","URBANA","50016512","EM BERNARDINA CORREA DE ALMEIDA","MUNICIPAL"
"Dourados","RURAL","50016768","EM CEL FIRMINO VIEIRA DE MATOS","MUNICIPAL"
"Dourados","URBANA","50016105","EM CLARICE BASTOS ROSA","MUNICIPAL"
"Dourados","RURAL","50016938","EM DOM AQUINO CORREA","MUNICIPAL"
"Dourados","RURAL","50025473","EM DR CAMILO HERMELINDO DA SILVA","MUNICIPAL"
"Dourados","URBANA","50016598","EM ETALIVIO PENZO","MUNICIPAL"
"Dourados","RURAL","50025490","EM FAZENDA MIYA - POLO","MUNICIPAL"
"Dourados","RURAL","50016130","EM FRANCISCO MEIRELES","MUNICIPAL"
"Dourados","URBANA","50016148","EM FRANKLIN LUIZ AZAMBUJA","MUNICIPAL"
"Dourados","URBANA","50016300","EM FREI EUCARIO SCHMITT","MUNICIPAL"
"Dourados","RURAL","50025481","EM GERALDINO NEVES CORREA - POLO","MUNICIPAL"
"Dourados","RURAL","50030043","EM INDIGENA AGUSTINHO","MUNICIPAL"
"Dourados","RURAL","50030426","EM INDIGENA ARAPORA","MUNICIPAL"
"Dourados","RURAL","50029495","EM INDIGENA PA I CHIQUITO- CHIQUITO PEDRO","MUNICIPAL"
"Dourados","RURAL","50060007","EM INDIGENA RAMAO MARTINS","MUNICIPAL"
"Dourados","RURAL","50016245","EM INDIGENA TENGATUI MARANGATU - POLO","MUNICIPAL"
"Dourados","URBANA","50016156","EM IZABEL MUZZI FIORAVANTI","MUNICIPAL"
"Dourados","URBANA","50016180","EM JOAQUIM MURTINHO","MUNICIPAL"
"Dourados","RURAL","50030434","EM JOSE EDUARDO CANUTO ESTOLANO - PEREQUETE","MUNICIPAL"
"Dourados","URBANA","50016210","EM MARIA DA ROSA ANTUNES DA SILVEIRA CAMARA","MUNICIPAL"
"Dourados","RURAL","50017225","EM PADRE ANCHIETA","MUNICIPAL"
"Dourados","URBANA","50040405","EM PEDRO PALHANO","MUNICIPAL"
"Dourados","URBANA","50078801","EM PREF LUIZ ANTONIO ALVARES GONCALVES","MUNICIPAL"
"Dourados","RURAL","50017071","EM PREF RUY GOMES","MUNICIPAL"
"Dourados","URBANA","50016504","EM PROFª ANTONIA CANDIDA DE MELO","MUNICIPAL"
"Dourados","URBANA","50016067","EM PROFª AVANI CARGNELUTTI FEHLAUER","MUNICIPAL"
"Dourados","URBANA","50025295","EM PROFª EFANTINA DE QUADROS","MUNICIPAL"
"Dourados","URBANA","50016113","EM PROFª ELZA FARIAS KINTSCHEV REAL","MUNICIPAL"
"Dourados","URBANA","50032208","EM PROFª IRIA LUCIA WILHELM KONZEN","MUNICIPAL"
"Dourados","URBANA","50032410","EM PROFª MARIA DA CONCEICAO ANGELICA","MUNICIPAL"
"Dourados","URBANA","50016172","EM SOCRATES CAMARA","MUNICIPAL"
"Dourados","URBANA","50016342","EM VER ALBERTINA PEREIRA DE MATOS","MUNICIPAL"
"Dourados","URBANA","50016547","EM WEIMAR GONCALVES TORRES","MUNICIPAL"
"Dourados","URBANA","50016083","ESCOLA MUNICIPAL ARMANDO CAMPOS BELO","MUNICIPAL"
"Dourados","URBANA","50016091","ESCOLA MUNICIPAL ARTHUR CAMPOS MELLO","MUNICIPAL"
"Dourados","URBANA","50016040","ESCOLA MUNICIPAL AURORA PEDROSO DE CAMARGO","MUNICIPAL"
"Dourados","RURAL","50040600","ESCOLA MUNICIPAL INDIGENA LACUI ROQUE ISNARD","MUNICIPAL"
"Dourados","URBANA","50016164","ESCOLA MUNICIPAL JANUARIO PEREIRA DE ARAUJO","MUNICIPAL"
"Dourados","URBANA","50016199","ESCOLA MUNICIPAL LAUDEMIRA COUTINHO DE MELO","MUNICIPAL"
"Dourados","URBANA","50016580","ESCOLA MUNICIPAL LOIDE BONFIM ANDRADE","MUNICIPAL"
"Dourados","URBANA","50022512","ESCOLA MUNICIPAL NEIL FIORAVANTI","MUNICIPAL"
"Dourados","URBANA","50016520","ESCOLA MUNICIPAL PREF ALVARO BRANDAO","MUNICIPAL"
"Dourados","URBANA","50016555","ESCOLA MUNICIPAL PROF CLORI BENEDETTI DE FREITAS","MUNICIPAL"
"Dourados","URBANA","50016539","ESCOLA MUNICIPAL PROF MANOEL SANTIAGO DE OLIVEIRA","MUNICIPAL"
"Eldorado","RURAL","50020315","CENTRO DE EDUCACAO INFANTIL ITAMAR EVARISTO DA SILVA","MUNICIPAL"
"Eldorado","URBANA","50020005","CENTRO DE EDUCACAO INFANTIL NOSSA SRA APARECIDA","MUNICIPAL"
"Eldorado","URBANA","50020307","CENTRO DE EDUCACAO INFANTIL PINGO DE GENTE","MUNICIPAL"
"Eldorado","RURAL","50042408","EM ASSENTAMENTO FLORESTA BRANCA","MUNICIPAL"
"Eldorado","URBANA","50022210","EM SEBASTIAO DE PAULA","MUNICIPAL"
"Eldorado","URBANA","50020056","ESCOLA MUNICIPAL BAIRRO CERAMICA","MUNICIPAL"
"Eldorado","RURAL","50029886","ESCOLA MUNICIPAL INDIGENA MBO ERO TAVA OKARA RENDY","MUNICIPAL"
"Fátima do Sul","URBANA","50029851","CEI - PINGO DE GENTE","MUNICIPAL"
"Fátima do Sul","URBANA","50064819","CEIM - ABELHINHA","MUNICIPAL"
"Fátima do Sul","RURAL","50028146","CEIM CRIANCA FELIZ","MUNICIPAL"
"Fátima do Sul","URBANA","50031970","CEIM PROF IVELY MONTEIRO","MUNICIPAL"
"Fátima do Sul","URBANA","50063839","CENTRO DE EDUCACAO INFANTIL FAVO DE MEL","MUNICIPAL"
"Fátima do Sul","URBANA","50022032","EM FAVO DE MEL","MUNICIPAL"
"Fátima do Sul","RURAL","50031015","EM O PIONEIRO","MUNICIPAL"
"Fátima do Sul","URBANA","50032658","EM SAO FRANCISCO","MUNICIPAL"
"Figueirão","URBANA","50034243","CRECHE MUNICIPAL DE EDUCACAO INFANTIL FRANCISCO ROGERIO BARBOSA OLIVEIRA","MUNICIPAL"
"Figueirão","URBANA","50030078","ESCOLA MUNICIPAL PROF ANTONIO INACIO FURTADO - POLO","MUNICIPAL"
"Glória de Dourados","URBANA","50033727","CMEI - PROF LUIZ PINHEIRO SILVA","MUNICIPAL"
"Glória de Dourados","URBANA","50020390","EM DOIS DE MAIO - POLO","MUNICIPAL"
"Glória de Dourados","URBANA","50020404","EM MARINHA DO BRASIL","MUNICIPAL"
"Guia Lopes da Laguna","URBANA","50025660","CEI - VITALINA MARTINEZ SILVA","MUNICIPAL"
"Guia Lopes da Laguna","URBANA","50022342","EM AGRICOLA GUIA LOPES","MUNICIPAL"
"Guia Lopes da Laguna","URBANA","50014463","EM BASILIO BARBOSA","MUNICIPAL"
"Guia Lopes da Laguna","URBANA","50014447","EMEI PROFª CANDINHA","MUNICIPAL"
"Iguatemi","URBANA","50026666","CEI - MENINO JESUS","MUNICIPAL"
"Iguatemi","URBANA","50026550","CENTRO DE EDUCACAO INFANTIL SAO JOSE","MUNICIPAL"
"Iguatemi","URBANA","50024434","CENTRO EDUC PROF SALVADOR NOGUEIRA - POLO","MUNICIPAL"
"Iguatemi","RURAL","50025198","CENTRO EDUCACIONAL MUNICIPAL RURAL NOVA IGUATEMI","MUNICIPAL"
"Iguatemi","URBANA","50072870","CMEI - ROSA VITORELLI DA CRUZ","MUNICIPAL"
"Iguatemi","URBANA","50020749","EMEI - POLO PROF GILBERTO DE ARAUJO TEIXEIRA","MUNICIPAL"
"Iguatemi","RURAL","50020684","ESCOLA MUNICIPAL RURAL JOAO PAULO I","MUNICIPAL"
"Iguatemi","URBANA","50020676","ESCOLA MUNICIPAL TANCREDO NEVES-POLO","MUNICIPAL"
"Inocência","URBANA","50011243","CEI - PROF OLIVALTO ELIAS DA SILVA","MUNICIPAL"
"Inocência","URBANA","50025430","CEINF - MARGARIDA TOMAZIA DE PAULA - VO NONA","MUNICIPAL"
"Inocência","RURAL","50011278","ESCOLA MUNICIPAL CIRILO ANOENA DA COSTA","MUNICIPAL"
"Itaporã","URBANA","50026577","CMEI - MARIA RODRIGUES DIAS","MUNICIPAL"
"Itaporã","URBANA","50034189","CMEI MILTON MENANI","MUNICIPAL"
"Itaporã","URBANA","50032453","EM PROFESSORA ROZANIA MOURA DE LIMA","MUNICIPAL"
"Itaporã","URBANA","50017659","EM PROFESSORA SONIA TEIXEIRA PAIVA - POLO","MUNICIPAL"
"Itaporã","URBANA","50024906","ESCOLA MUNICIPAL VEREADOR SALVADOR FERREIRA DE AGUIAR - POLO","MUNICIPAL"
"Itaquiraí","URBANA","50029045","CEI PEQUENO PRINCIPE","MUNICIPAL"
"Itaquiraí","URBANA","50072889","CEI PROF MARLENE PEREIRA KAMAKURA","MUNICIPAL"
"Itaquiraí","URBANA","50020811","CEI SITIO DO PICA PAU AMARELO","MUNICIPAL"
"Itaquiraí","RURAL","50031554","EM SANTA ROSA","MUNICIPAL"
"Itaquiraí","URBANA","50020773","EMPEPG JARDIM PRIMAVERA","MUNICIPAL"
"Ivinhema","URBANA","50020960","EM ORLIENE MARCON - POLO","MUNICIPAL"
"Ivinhema","RURAL","50020870","EMR BENEDITA FIGUEIRO DE OLIVEIRA - POLO","MUNICIPAL"
"Ivinhema","URBANA","50033220","ESCOLA MUNICIPAL PROFESSOR LUIZINHO-POLO","MUNICIPAL"
"Ivinhema","URBANA","50020862","ESCOLA MUNICIPAL PROFº SIDENEY CARLOS COSTA","MUNICIPAL"
"Ivinhema","RURAL","50024116","ESCOLA MUNICIPAL RURAL JOSE DO PATROCINIO - POLO","MUNICIPAL"
"Japorã","URBANA","50064800","CEI - ODINA GONCALVES FRANZONI","MUNICIPAL"
"Japorã","URBANA","50060830","CEI - PRE-ESCOLAR JOSE JOAQUIM DE BRITO","MUNICIPAL"
"Japorã","RURAL","50029460","EM INDIGENA DE EIEF MBO EHAO TEKOHA GUARANI POLO","MUNICIPAL"
"Japorã","RURAL","50021036","EPMEIEF JOSE DE ALENCAR","MUNICIPAL"
"Jaraguari","URBANA","50025457","CEINF- SANTA RITA DE CASSIA-POLO","MUNICIPAL"
"Jaraguari","URBANA","50009478","EMEF FRANCISCO ANTONIO DE SOUZA - POLO","MUNICIPAL"
"Jaraguari","RURAL","50022385","EMREF DIONIZIO ANTONIO VIEIRA","MUNICIPAL"
"Jaraguari","RURAL","50009630","ESCOLA MUNICIPAL LUIZ DE ALBUQUERQUE - POLO","MUNICIPAL"
"Jardim","URBANA","50033042","CENTRO INTEGRADO DE EDUCACAO INFANTIL APARECIDA DA SILVA JACOB","MUNICIPAL"
"Jardim","URBANA","50014617","CIEI - DR JOSE JOAQUIM MONTEIRO DE CASTRO POLO","MUNICIPAL"
"Jardim","URBANA","50029975","CIEI - FERNANDO AUGUSTO FREITAS","MUNICIPAL"
"Jardim","URBANA","50028936","CIEI - GERALDO NANTES MARTINS","MUNICIPAL"
"Jardim","URBANA","50014714","EM CHAQUIB KADRI","MUNICIPAL"
"Jardim","URBANA","50014692","EM MAJOR ALBERTO RODRIGUES DA COSTA","MUNICIPAL"
"Jardim","URBANA","50014706","EM OSWALDO FERNANDES MONTEIRO-POLO","MUNICIPAL"
"Jardim","RURAL","50014854","EM PREF ESTACIO CUNHA MARTINS","MUNICIPAL"
"Jardim","URBANA","50014730","EM PROFª BERACY BRUNET BARBOSA","MUNICIPAL"
"Jardim","URBANA","50014749","EM PROFª RUFINA LOUREIRO CALDAS","MUNICIPAL"
"Jardim","URBANA","50014765","EM ZEUS BENEVIDES","MUNICIPAL"
"Jardim","URBANA","50014676","ESCOLA MUNICIPAL CASTELO BRANCO","MUNICIPAL"
"Jateí","URBANA","50028928","CMEI RECANTO DO SABER","MUNICIPAL"
"Jateí","RURAL","50021109","EMR PROF JOVELINO CELESTINO DOS SANTOS-POLO","MUNICIPAL"
"Juti","URBANA","50031660","CEI - JANELINHA DO SABER","MUNICIPAL"
"Juti","URBANA","50030795","CEIM - MARCY BRANDAO FERNANDES-POLO","MUNICIPAL"
"Juti","RURAL","50079808","EM INDIGENA MBO EROGA TAPERANDI","MUNICIPAL"
"Juti","RURAL","50029959","EM INDIGENA MBO-ERO ARANDUI","MUNICIPAL"
"Juti","URBANA","50017802","ESCOLA MUNICIPAL DORACI DE FREITAS FERNANDES-POLO","MUNICIPAL"
"Ladário","URBANA","50032666","CEMEI - MARIANO DA SILVA CARNEIRO","MUNICIPAL"
"Ladário","URBANA","50031767","CEMEI - NEUSA ASSAD MALTA","MUNICIPAL"
"Ladário","URBANA","50026607","CEMEI - PROF ANTONIO FLORENCIO DE MACEDO","MUNICIPAL"
"Ladário","URBANA","50033204","CEMEI - ROSA PEDROSSIAN","MUNICIPAL"
"Ladário","URBANA","50033395","CEMEI HELOISA HURT","MUNICIPAL"
"Ladário","URBANA","50031880","CEMEI PE ERNESTO SASSIDA","MUNICIPAL"
"Ladário","URBANA","50000683","EM 17 DE MARCO","MUNICIPAL"
"Ladário","URBANA","50033409","EM EDUARDO MALHADO","MUNICIPAL"
"Ladário","URBANA","50000691","EM FAROL DO NORTE","MUNICIPAL"
"Ladário","URBANA","50032674","EM IRMA REGULA","MUNICIPAL"
"Ladário","URBANA","50031511","EM NELSON MANGABEIRA","MUNICIPAL"
"Ladário","URBANA","50000705","EM PROF JOAO BAPTISTA","MUNICIPAL"
"Ladário","RURAL","50032798","EMR MARIA ANA RUSO","MUNICIPAL"
"Ladário","URBANA","50059998","ESCOLA MUNICIPAL FRANCISCO MENDES SAMPAIO","MUNICIPAL"
"Ladário","URBANA","50039407","ESCOLA MUNICIPAL MARQUES DE TAMANDARE","MUNICIPAL"
"Laguna Carapã","URBANA","50027662","CENTRO DE EDUCACAO INFANTIL DOLVANINO TRICHES","MUNICIPAL"
"Laguna Carapã","URBANA","50017845","EMEF PROFª JUDITH DOS REIS ESPINDOLA","MUNICIPAL"
"Laguna Carapã","RURAL","50017810","ESCOLA POLO MEIEF CAMPANARIO","MUNICIPAL"
"Laguna Carapã","RURAL","50029916","MBO EROGA OKARA POTY ESCOLA TERREIRO DE FLORES","MUNICIPAL"
"Laguna Carapã","RURAL","50029908","MBO EROY JEGUAKA POTY ESCOLA COCAR DE FLORES","MUNICIPAL"
"Maracaju","URBANA","50031392","CENTRO INTEGRADO DE EDUCACAO INFANTIL GREGORIA MARTINS","MUNICIPAL"
"Maracaju","URBANA","50033166","CENTRO INTEGRADO DE EDUCACAO INFANTIL JOANA SAYD","MUNICIPAL"
"Maracaju","URBANA","50025341","CENTRO INTEGRADO DE EDUCACAO INFANTIL NOSSA SENHORA AUXILIADORA","MUNICIPAL"
"Maracaju","URBANA","50025350","CENTRO INTEGRADO DE EDUCACAO INFANTIL SAO BENEDITO","MUNICIPAL"
"Maracaju","URBANA","50022520","CENTRO INTEGRADO DE EDUCACAO INFANTIL WALTRUDES FERREIRA MUZZI","MUNICIPAL"
"Maracaju","URBANA","50028391","CIEI SRª MARIA DALPHINA REZENDE DE CASTRO","MUNICIPAL"
"Maracaju","URBANA","50032160","ESCOLA MUNICIPAL CIRO ANIZ","MUNICIPAL"
"Maracaju","URBANA","50060805","ESCOLA MUNICIPAL EDUCAR PARA CRESCER","MUNICIPAL"
"Maracaju","RURAL","50049801","ESCOLA MUNICIPAL INDIGENA VELARIO SUCURIY","MUNICIPAL"
"Maracaju","URBANA","50018051","ESCOLA MUNICIPAL JOAO BATISTA LINO BRAGA","MUNICIPAL"
"Maracaju","URBANA","50018060","ESCOLA MUNICIPAL JOAO PEDRO FERNANDES","MUNICIPAL"
"Maracaju","URBANA","50018078","ESCOLA MUNICIPAL JOSE PEREIRA DA ROSA","MUNICIPAL"
"Maracaju","URBANA","50018221","ESCOLA MUNICIPAL JULIO MULLER","MUNICIPAL"
"Maracaju","URBANA","50034642","ESCOLA MUNICIPAL PROFESSORA CECILIA DE CASTRO MINERVINI","MUNICIPAL"
"Maracaju","URBANA","50018086","ESCOLA MUNICIPAL PROFESSORA IRMA DE LIMA MATOS","MUNICIPAL"
"Maracaju","URBANA","50022539","ESCOLA MUNICIPAL PROFESSORA MAURICIA PARE GOMES","MUNICIPAL"
"Maracaju","RURAL","50028383","ESCOLA MUNICIPAL RURAL SANTA GUILHERMINA - POLO","MUNICIPAL"
"Miranda","URBANA","50026461","CAIC - MARIA HENRIQUETA REBUA SIUFI","MUNICIPAL"
"Miranda","URBANA","50002503","CENTRO DE EDUCACAO INFANTIL SAO FRANCISCO DE ASSIS","MUNICIPAL"
"Miranda","URBANA","50063804","CENTRO DE EDUCACAO INFANTIL VO EMILIANA","MUNICIPAL"
"Miranda","URBANA","50028421","CENTRO INFANTIL OLIVA PROENCA BOSSAY","MUNICIPAL"
"Miranda","URBANA","50042009","E M U ROBERTO PAULO ALMEIDA","MUNICIPAL"
"Miranda","RURAL","50002538","EM INDIGENA POLO PILAD REBUA","MUNICIPAL"
"Miranda","RURAL","50028413","EMI POLO PRESIDENTE JOAO FIGUEIREDO","MUNICIPAL"
"Miranda","RURAL","50002783","EMR POLO RAIMUNDO DOS SANTOS","MUNICIPAL"
"Miranda","URBANA","50002570","EMU 15 DE OUTUBRO","MUNICIPAL"
"Miranda","URBANA","50024256","EMU ESTANISLAU BOSSAY","MUNICIPAL"
"Miranda","URBANA","50002856","EMU MARIA DO ROSARIO","MUNICIPAL"
"Miranda","URBANA","50002830","EMU WALDEMAR JOAO DE SOUZA","MUNICIPAL"
"Miranda","RURAL","50002520","ESCOLA MUNICIPAL INDIGENA POLO CORONEL NICOLAU HORTA BARBOSA","MUNICIPAL"
"Miranda","RURAL","50033140","ESCOLA MUNICIPAL INDIGENA POLO FELIPE ANTONIO","MUNICIPAL"
"Mundo Novo","URBANA","50082906","CEI - ELMO JORGE DE SOUZA","MUNICIPAL"
"Mundo Novo","URBANA","50030515","CEI - MONTEIRO LOBATO","MUNICIPAL"
"Mundo Novo","URBANA","50027050","CEI GUAICURU","MUNICIPAL"
"Mundo Novo","URBANA","50031996","CEI JOSE HONORATO DA SILVA","MUNICIPAL"
"Mundo Novo","URBANA","50021150","CEI PAULO FREIRE","MUNICIPAL"
"Mundo Novo","URBANA","50021257","ESCOLA MUNICIPAL CARLOS CHAGAS","MUNICIPAL"
"Naviraí","URBANA","50032917","CENTRO INTEGRADO DE EDUCACAO INFANTIL PROFESSORA ZENAIDE NUNES DOS SANTOS","MUNICIPAL"
"Naviraí","URBANA","50021290","CIEI - MARIA JOSE DA SILVA CANCADO","MUNICIPAL"
"Naviraí","URBANA","50029991","CIEI - SONHO DE CRIANCA","MUNICIPAL"
"Naviraí","URBANA","50029568","CIEI VERA MARIA DE BRIDA","MUNICIPAL"
"Naviraí","URBANA","50027107","CMEI - IRMA EVANETE DOS SANTOS","MUNICIPAL"
"Naviraí","URBANA","50061801","CRECHE EVA MORAES DE OLIVEIRA","MUNICIPAL"
"Naviraí","RURAL","50021419","EMEF CANDIDO DE MARCO - POLO E EXTENSOES","MUNICIPAL"
"Naviraí","URBANA","50021427","EMEF MARECHAL RONDON","MUNICIPAL"
"Naviraí","URBANA","50041002","EMEF PROF JOSE CARLOS DA SILVA","MUNICIPAL"
"Naviraí","URBANA","50022660","EMEF PROF MILTON DIAS PORTO","MUNICIPAL"
"Naviraí","URBANA","50021397","EMEF PROFª MARIA DE LOURDES AQUINO SOTANA","MUNICIPAL"
"Naviraí","URBANA","50030639","EMEIEF JOSE MARTINS FLORES","MUNICIPAL"
"Naviraí","URBANA","50021400","EMEIEF VER ODERCIO NUNES DE MATOS","MUNICIPAL"
"Naviraí","URBANA","50033859","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR DIOMEDES VALENTIM CERRI","MUNICIPAL"
"Nioaque","URBANA","50025619","CEI - AMALIA MARTINS GAZOTE-POLO-EXTENSAO MUNDO ENCANTADO","MUNICIPAL"
"Nioaque","RURAL","50026836","E M NOE NOGUEIRA - POLO","MUNICIPAL"
"Nioaque","RURAL","50026828","EM 03 DE DEZEMBRO","MUNICIPAL"
"Nioaque","URBANA","50014900","EM GUILHERME CORREA DA SILVA - POLO","MUNICIPAL"
"Nioaque","RURAL","50014927","ESCOLA MUNICIPAL DR JOSE GARCIA NETTO","MUNICIPAL"
