"MUNICÍPIO","ZONA","CÓDIGO DO INEP","UNIDADE ESCOLAR","TIPO"
"Campo Grande","URBANA","50026364","SOLETRANDO ESCOLA DE ED INFANTIL E ENSINO FUNDAMENTAL CARPE DIEM","PARTICULAR"
"Cassilândia","URBANA","50010565","CENTRO EDUCACIONAL RAIO DE SOL","PARTICULAR"
"Cassilândia","URBANA","50010530","COLEGIO GERACAO","PARTICULAR"
"Cassilândia","URBANA","50010549","COLEGIO INTELECTUS","PARTICULAR"
"Cassilândia","URBANA","50030892","ESCOLA EVANGELICA AVIVAMENTO BIBLICO","PARTICULAR"
"Chapadão do Sul","URBANA","50031600","CEI EDUCATIVA","PARTICULAR"
"Chapadão do Sul","URBANA","50010638","CENTRO EDUCACIONAL DE CHAPADAO DO SUL - APAE","PARTICULAR"
"Chapadão do Sul","URBANA","50010662","CEPE - CENTRO POSITIVO DE ENSINO","PARTICULAR"
"Chapadão do Sul","URBANA","50050800","CEPROSUL","PARTICULAR"
"Chapadão do Sul","URBANA","50024302","COLEGIO ATENAS","PARTICULAR"
"Chapadão do Sul","URBANA","50031651","COLEGIO MAPER","PARTICULAR"
"Corguinho","URBANA","50031333","APAE DE CORGUINHO","PARTICULAR"
"Coronel Sapucaia","URBANA","50037404","CENTRO EDUCATIVO PINGO DE GENTE","PARTICULAR"
"Coronel Sapucaia","URBANA","50024841","ESCOLA DE EDUC ESPECIAL PORTAL DE LUZ","PARTICULAR"
"Corumbá","URBANA","50028049","C EDUCACIONAL MADRE CLARA RICCI","PARTICULAR"
"Corumbá","URBANA","50055801","CENTRO DE EDUCACAO PROFISSIONAL - SENAC CORUMBA","PARTICULAR"
"Corumbá","URBANA","50000381","CENTRO DE ENSINO IMACULADA CONCEICAO","PARTICULAR"
"Corumbá","URBANA","50000101","COLEGIO ADVENTISTA DE CORUMBA","PARTICULAR"
"Corumbá","URBANA","50000390","COLEGIO SALESIANO DE SANTA TERESA","PARTICULAR"
"Corumbá","URBANA","50023861","COLEGIO SAO JOSE","PARTICULAR"
"Corumbá","URBANA","50000357","ENAM - ESCOLA NEUSA ASSAD MALTA","PARTICULAR"
"Corumbá","URBANA","50000438","ESC ESPECIALIZADA REINO DO AMOR-APAE","PARTICULAR"
"Corumbá","URBANA","50000039","ESCOLA DO SESI CORUMBA","PARTICULAR"
"Corumbá","URBANA","50000110","ESCOLA EVANGELICA ASSEMBLEIA DE DEUS","PARTICULAR"
"Corumbá","URBANA","50000128","ESCOLA SANTA INES","PARTICULAR"
"Corumbá","URBANA","50030132","ESCOLA TENIR LTDA","PARTICULAR"
"Corumbá","URBANA","50030329","ESCOLINHA DE ARTES ACALANTO","PARTICULAR"
"Corumbá","URBANA","50028030","FATEC SENAI CORUMBA","PARTICULAR"
"Corumbá","URBANA","50000551","IBEC - INSTITUTO BARUKI DE ED E CULTURA","PARTICULAR"
"Corumbá","URBANA","50000411","INSTITUTO EDUC JOSE CARLOS MACENA DE BRITTO","PARTICULAR"
"Corumbá","URBANA","50000578","JARDIM DOS PIRILAMPOS","PARTICULAR"
"Costa Rica","URBANA","50010875","COOPERATIVA EDUCACIONAL DE COSTA RICA - COOPECRI","PARTICULAR"
"Costa Rica","URBANA","50010891","ESCOLA LAURADAIANE","PARTICULAR"
"Costa Rica","URBANA","50024396","INSTITUTO EDUC DE COSTA RICA - APAE","PARTICULAR"
"Coxim","URBANA","50003453","CENTRO DE EDUCACAO ESPECIAL DE COXIM","PARTICULAR"
"Coxim","URBANA","50003631","CENTRO DE EDUCACAO PROFISSIONAL ENSINO FUNDAMENTAL E MEDIO SANTA TERESA","PARTICULAR"
"Coxim","URBANA","50003704","COLEGIO PROFESSORA JULIETA MOTA DOS SANTOS","PARTICULAR"
"Coxim","URBANA","50027760","ESCOLA NOVO MUNDO","PARTICULAR"
"Deodápolis","URBANA","50032330","CAEED - DEODAPOLIS","PARTICULAR"
"Deodápolis","URBANA","50033948","ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL CRESCER E APRENDER","PARTICULAR"
"Deodápolis","URBANA","50024620","ESCOLA ESPECIAL CRIANCA FELIZ - APAE","PARTICULAR"
"Deodápolis","URBANA","50031180","OS GLOBINHOS CENTRO EDUCACIONAL DE DEODAPOLIS","PARTICULAR"
"Dois Irmãos do Buriti","URBANA","50031686","CAEEPP - C DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO PASSO A PASSO","PARTICULAR"
"Dourados","URBANA","50015664","APAE-DOURADOS-MS","PARTICULAR"
"Dourados","URBANA","50027786","ASSOC BENEF DOURADENSE - CRECHE HOSPITAL","PARTICULAR"
"Dourados","URBANA","50031945","ASSOC DE ESPORTE E CULTURA DO C EDUC ANTONIO RAPOSO TAVARES","PARTICULAR"
"Dourados","URBANA","50032577","ASSOCIACAO EDUCACIONAL CEMINHA","PARTICULAR"
"Dourados","URBANA","50023675","CEART - CENTRO EDUCACIONAL ANTONIO RAPOSO TAVARES","PARTICULAR"
"Dourados","URBANA","50030450","CEI- ESTHER GOMES ERGAS - UNIDADE I","PARTICULAR"
"Dourados","URBANA","50030442","CEI SANTA RITA","PARTICULAR"
"Dourados","URBANA","50028561","CENTRO DE EDUCACAO PROFISSIONAL - SENAC DOURADOS","PARTICULAR"
"Dourados","URBANA","50059947","CIA - EDUCACAO TECNICA PROFISSIONAL","PARTICULAR"
"Dourados","URBANA","50059823","COLEGIO DELPHOS NOTA10 - UNIDADE I","PARTICULAR"
"Dourados","URBANA","50032097","COLEGIO DELPHOS NOTA10 - UNIDADE II","PARTICULAR"
"Dourados","URBANA","50033476","COLEGIO DOM BOSCO DE ENSINO FUNDAMENTAL E ENSINO MEDIO","PARTICULAR"
"Dourados","URBANA","50030590","COLEGIO LUMIERE","PARTICULAR"
"Dourados","URBANA","50016628","COLEGIO UNIGRAN","PARTICULAR"
"Dourados","URBANA","50032895","COLEGIO UNIGRAN - UNIDADE II","PARTICULAR"
"Dourados","URBANA","50015800","CRECHE LAR ANDRE LUIZ","PARTICULAR"
"Dourados","URBANA","50029134","CURSO E COLEGIO CEMA","PARTICULAR"
"Dourados","URBANA","50029150","ELITE DOURADOS","PARTICULAR"
"Dourados","URBANA","50043005","EMPRESA DE APOIO A EDUCACAO DOURADENSE LTDA-ME","PARTICULAR"
"Dourados","URBANA","50029142","ESC DE RECR E EF NOVOS TEMPOS DO SABER LTDA","PARTICULAR"
"Dourados","URBANA","50059955","ESCOLA ADVENTISTA DOURADOS - I","PARTICULAR"
"Dourados","URBANA","50031570","ESCOLA DE EDUCACAO BASICA INFANTIL MARIA DAS GRACAS","PARTICULAR"
"Dourados","URBANA","50015834","ESCOLA DO SESI DOURADOS","PARTICULAR"
"Dourados","URBANA","50016407","ESCOLA ESPECIALIZADA ARCO IRIS - ASSOCIACAO PESTALOZZI DE DOURADOS","PARTICULAR"
"Dourados","URBANA","50016385","ESCOLA FRANCISCANA IMACULADA CONCEICAO","PARTICULAR"
"Dourados","URBANA","50059963","ESCOLA GERACAO RENOVADA","PARTICULAR"
"Dourados","URBANA","50015877","ESCOLA PRESBITERIANA ERASMO BRAGA","PARTICULAR"
"Dourados","URBANA","50016393","ESCOLA VITAL BRASIL","PARTICULAR"
"Dourados","URBANA","50028545","FACULDADE DE TECNOLOGIA SENAI DOURADOS","PARTICULAR"
"Dourados","URBANA","50046802","IEGRAN - INSTITUTO EDUCACIONAL DA GRANDE DOURADOS LTDA","PARTICULAR"
"Dourados","URBANA","50029711","INSTITUTO EDUCACIONAL DA IGREJA PRESBITERIANA INDEPENDENTE DE DOURADOS","PARTICULAR"
"Dourados","URBANA","50033590","INSTITUTO EDUCACIONAL WINGS LTDA-ME","PARTICULAR"
"Dourados","URBANA","50016679","SERVICO DE EDUCACAO INTEGRAL","PARTICULAR"
"Dourados","URBANA","50028863","SONHOS E MIMOS RECREACAO INFANTIL EIRELI","PARTICULAR"
"Dourados","URBANA","50033506","UNIDADE ESCOLAR DE EDUCACAO INF GIZ DE CERA","PARTICULAR"
"Eldorado","URBANA","50022261","APAE - ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ELDORADO","PARTICULAR"
"Eldorado","URBANA","50029592","CENTRO EDUCACIONAL AVANTE","PARTICULAR"
"Fátima do Sul","URBANA","50017381","CENTRO DE EDUCACAO ESPECIAL DE FATIMA DO SUL","PARTICULAR"
"Fátima do Sul","URBANA","50031406","COLEGIO IDEAL","PARTICULAR"
"Fátima do Sul","URBANA","50017527","INSTITUTO EDUCACIONAL REINO DO SABER","PARTICULAR"
"Glória de Dourados","URBANA","50029274","CENTRO EDUCACIONAL GLORIADOURADENSE","PARTICULAR"
"Glória de Dourados","URBANA","50020340","ESCOLA CENTRO DE EDUCACAO ESPECIAL PEQUENO PRINCIPE","PARTICULAR"
"Guia Lopes da Laguna","URBANA","50027751","ESCOLA ESPECIALIZADA RECANTO FELIZ","PARTICULAR"
"Iguatemi","URBANA","50024850","ESCOLA ATIVA","PARTICULAR"
"Iguatemi","URBANA","50020641","ESCOLA DE EDUCACAO ESPECIAL BRILHO DO SOL","PARTICULAR"
"Iguatemi","URBANA","50021958","ESCOLA DE EDUCACAO INFANTIL LENIRA NOGUEIRA LOPES","PARTICULAR"
"Inocência","URBANA","50028588","C EDUC PROFª ALANIRA BENEDITA DE C BRITO-APAE","PARTICULAR"
"Itaporã","URBANA","50034553","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO PEDRA BONITA","PARTICULAR"
"Itaporã","URBANA","50017594","CENTRO DE EDUCACAO ESPECIAL BRISA","PARTICULAR"
"Itaporã","URBANA","50042203","CENTRO DE EDUCACAO PEQUENO PRINCIPE","PARTICULAR"
"Itaquiraí","URBANA","50032178","APAE DE ITAQUIRAI","PARTICULAR"
"Itaquiraí","URBANA","50028065","CEI - INTEGRAL SAO CARLOS BORROMEO","PARTICULAR"
"Itaquiraí","URBANA","50028472","CENTRO EDUCACIONAL DE ITAQUIRA","PARTICULAR"
"Itaquiraí","RURAL","50030710","ESCOLA FAMILIA AGRICOLA DE ITAQUIRAI","PARTICULAR"
"Ivinhema","URBANA","50032445","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DA APAE DE IVINHEMA","PARTICULAR"
"Ivinhema","URBANA","50022490","CENTRO DE EDUCACAO ESPECIAL CANTINHO FELIZ SAO PAULO APOSTOLO - APAE","PARTICULAR"
"Ivinhema","URBANA","50020897","INSTITUTO DE EDUCACAO NOVA GERACAO","PARTICULAR"
"Ivinhema","URBANA","50031929","SENAI IVINHEMA","PARTICULAR"
"Jardim","URBANA","50027743","CENTRO EDUCACIONAL NOAH S ARC","PARTICULAR"
"Jardim","URBANA","50030167","COLEGIO DOM BOSCO","PARTICULAR"
"Jardim","URBANA","50014838","ESC ESPEC JARDIM DE AMOR - PESTALOZZI","PARTICULAR"
"Jardim","URBANA","50014803","ESCOLA GIRASSOL","PARTICULAR"
"Jardim","URBANA","50034006","ESCOLA GIRASSOL JUNIOR","PARTICULAR"
"Ladário","URBANA","50032518","ESCOLA PARTICULAR SHALOM EL SHADAY","PARTICULAR"
"Ladário","URBANA","50000748","SOCIEDADE DE INSTRUCAO E BENEFICENCIA - COLEGIO SAO MIGUEL","PARTICULAR"
"Laguna Carapã","URBANA","50031724","C DE ATENDIMENTO ESPECIAL AMOR E VIDA - APAE","PARTICULAR"
"Maracaju","URBANA","50017950","CASA DA CRIANCA DONA MARGARIDA FERREIRA BRAGA","PARTICULAR"
"Maracaju","URBANA","50028685","CATE - CENTRO EDUC E TREINAMENTO ESPECIALIZADO","PARTICULAR"
"Maracaju","URBANA","50017942","CENTRO DE EDUCACAO ESPECIAL CASINHA FELIZ","PARTICULAR"
"Maracaju","URBANA","50028677","CENTRO DE EDUCACAO INTEGRADA RAIO DE LUZ","PARTICULAR"
"Maracaju","URBANA","50033328","CENTRO INTEGRADO SESI SENAI MARACAJU","PARTICULAR"
"Maracaju","URBANA","50018132","COLEGIO O ITALIANINHO","PARTICULAR"
"Maracaju","URBANA","50033387","ESCOLA DO SESI MARACAJU","PARTICULAR"
"Maracaju","URBANA","50065807","ESCOLA NOSSA SENHORA APARECIDA","PARTICULAR"
"Maracaju","URBANA","50018000","ESCOLA PAROQUIAL NOSSA SRA APARECIDA","PARTICULAR"
"Maracaju","URBANA","50060856","IEM - INSTITUICAO DE ENSINO MARACAJUENSE","PARTICULAR"
"Maracaju","URBANA","50064827","NOTA 10 MARACAJU","PARTICULAR"
"Miranda","URBANA","50063820","CEEMVIRG - CENTRO DE EDUCACAO ESPECIAL MARIA VIRGINIA ROSARIO GARRIDO","PARTICULAR"
"Miranda","URBANA","50028596","COLEGIO NOSSA SENHORA DO CARMO","PARTICULAR"
"Miranda","URBANA","50002511","ESCOLA ADVENTISTA DE MIRANDA","PARTICULAR"
"Miranda","RURAL","50002864","ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO","PARTICULAR"
"Mundo Novo","URBANA","50048805","CENTRO DE APOIO E REINTEGRACAO INFANTIL - CEI - CARI","PARTICULAR"
"Mundo Novo","URBANA","50021141","CENTRO DE EDUCACAO ESPECIAL RAIO DE LUZ - APAE","PARTICULAR"
"Mundo Novo","URBANA","50021176","CENTRO EDUCACIONAL DE MUNDO NOVO - MICKEY","PARTICULAR"
"Mundo Novo","URBANA","50021168","ESCOLA ADVENTISTA DE MUNDO NOVO","PARTICULAR"
"Naviraí","URBANA","50021303","CEDEN - CENTRO DE ED ESPECIAL NAVIRAIENSE","PARTICULAR"
"Naviraí","URBANA","50032607","CENTRO DE EDUCACAO E TECNOLOGIA SENAI NAVIRAI","PARTICULAR"
"Naviraí","URBANA","50032500","CENTRO DE EDUCACAO PROFISSIONAL - SENAC NAVIRAI","PARTICULAR"
"Naviraí","URBANA","50033514","CENTRO DE EDUCACAO PROFISSIONAL IPED-MS","PARTICULAR"
"Naviraí","URBANA","50034545","CENTRO EDUCACIONAL DE NAVIRAI","PARTICULAR"
"Naviraí","URBANA","50032836","COLEGIO GEO DE NAVIRAI","PARTICULAR"
"Naviraí","URBANA","50021435","COLEGIO MAXI REINO- EIEFEM","PARTICULAR"
"Naviraí","URBANA","50033913","COLEGIO NAVIRAI-ENSINO FUNDAMENTAL E MEDIO","PARTICULAR"
"Naviraí","URBANA","50022610","COLEGIO OBJETIVO MINIE","PARTICULAR"
"Naviraí","URBANA","50032712","EEIEF PEIXINHO FELIZ","PARTICULAR"
"Naviraí","URBANA","50032054","ESCOLA DO SESI NAVIRAI","PARTICULAR"
"Nioaque","URBANA","50031953","CASA DA CRIANCA ANDRE LUIZ","PARTICULAR"
"Nioaque","URBANA","50062816","CENTRO EDUCACIONAL INFANTIL MINA DO SABER","PARTICULAR"
"Nioaque","URBANA","50033557","ESCOLA ESPECIALIZADA JOSE CORRAL MARTINS","PARTICULAR"
"Nioaque","URBANA","50034596","ESCOLA O PEQUENO PRINCIPE","PARTICULAR"
"Nova Alvorada do Sul","URBANA","50072935","APAE DE NOVA ALVORADA DO SUL","PARTICULAR"
"Nova Alvorada do Sul","URBANA","50033174","LICEU NOVA ALVORADA DO SUL","PARTICULAR"
"Nova Alvorada do Sul","URBANA","50032240","SENAI NOVA ALVORADA DO SUL","PARTICULAR"
"Nova Andradina","URBANA","50031546","AGENCIA SENAI NOVA ANDRADINA","PARTICULAR"
"Nova Andradina","URBANA","50032437","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO - CAEE - NOVA ANDRADINA","PARTICULAR"
"Nova Andradina","URBANA","50030175","CENTRO DE EDUC DE NOVA ANDRADINA - CENA","PARTICULAR"
"Nova Andradina","URBANA","50028081","CENTRO DE EDUCACAO INFANTIL- SHALOM","PARTICULAR"
"Nova Andradina","URBANA","50029207","CENTRO DE RECREACAO E ENSINO INFANTIL LUCIANE FERNANDES ABELHA","PARTICULAR"
"Nova Andradina","URBANA","50013475","COLEGIO OBJETIVO ANAEC - NOVA ANDRADINA","PARTICULAR"
"Nova Andradina","URBANA","50013513","E DE ED ESPECIAL RAIO DE SOL","PARTICULAR"
"Nova Andradina","URBANA","50013351","ESCOLA ADVENTISTA DE NOVA ANDRADINA","PARTICULAR"
"Nova Andradina","URBANA","50022598","ESCOLA PE JOAO UMBERTO SACHET","PARTICULAR"
"Novo Horizonte do Sul","URBANA","50032461","CAEE - NOVO HORIZONTE DO SUL","PARTICULAR"
"Novo Horizonte do Sul","URBANA","50027026","E DE ED ESPECIAL RENASCER","PARTICULAR"
"Paraíso das Águas","URBANA","50082930","INSTITUICAO EDUCACIONAL COSTA FILHO","PARTICULAR"
"Paranaíba","URBANA","50032429","CAEE - UNIDADE EDUCACIONAL APAEANA PARA APRENDIZAGENS E DESENVOLVIMENTO","PARTICULAR"
"Paranaíba","URBANA","50030728","CEI - LAR TERESA SPINELLI","PARTICULAR"
"Paranaíba","URBANA","50029215","CEI - LOURDES MORAIS PAIVA","PARTICULAR"
"Paranaíba","URBANA","50034510","CENTRO DE EDUCACAO INFANTIL LAR TERESA SPINELLI II","PARTICULAR"
"Paranaíba","URBANA","50011324","CENTRO EDUCACIONAL PARANAIBENSE CEP","PARTICULAR"
"Paranaíba","URBANA","50011316","ESCOLA CAMINHO LTDA EPP","PARTICULAR"
"Paranaíba","URBANA","50011537","ESCOLA PARTICULAR EDUCANDARIO SANTA CLARA","PARTICULAR"
"Paranhos","URBANA","50032372","CAEE - SOMOS TODOS IGUAIS NA DIFERENCA","PARTICULAR"
"Paranhos","URBANA","50031562","ESCOLA DE EDUCACAO ESPECIAL DIFERENCAS QUE NOS UNEM","PARTICULAR"
"Pedro Gomes","URBANA","50024400","C DE EDUCACAO ESPECIAL BEM-ME-QUER","PARTICULAR"
"Ponta Porã","URBANA","50029339","CEMA - CENTRO EDUCATIVO DE ED INF E ENS FUND MIGUEL ANGELO","PARTICULAR"
"Ponta Porã","URBANA","50018310","CENTRO DE EDUC ESPECIAL DE PONTA PORA","PARTICULAR"
"Ponta Porã","URBANA","50018680","CEPS - CENTRO EDUC PERPETUO SOCORRO","PARTICULAR"
"Ponta Porã","URBANA","50018337","ELITE PONTA PORA","PARTICULAR"
"Ponta Porã","URBANA","50024736","ESCOLA DE RECREACAO E ENSINO FUNDAMENTAL NOVA EPOCA","PARTICULAR"
"Ponta Porã","URBANA","50018663","ESCOLA MAGSUL","PARTICULAR"
"Ponta Porã","URBANA","50029355","ESCOLA MAGSUL JUNIOR DE EI","PARTICULAR"
"Ponta Porã","URBANA","50029347","ESCOLA MAGSUL JUNIOR DE ENSINO FUNDAMENTAL","PARTICULAR"
"Ponta Porã","URBANA","50018671","ESCOLA MAPPE - MODERNA ASSOCIACAO PONTAPORANENSE DE ENSINO","PARTICULAR"
"Ponta Porã","URBANA","50018655","ESCOLA TOPO GIGIO","PARTICULAR"
"Ponta Porã","URBANA","50034316","SENAC PONTA PORA","PARTICULAR"
"Porto Murtinho","URBANA","50029932","ALFA CENTRO EDUCACIONAL","PARTICULAR"
"Porto Murtinho","URBANA","50032488","CAEE - LEANDRO ROLON ROMERO","PARTICULAR"
"Ribas do Rio Pardo","URBANA","50023560","CENTRO EDUCACIONAL ROSA MOSSO","PARTICULAR"
"Ribas do Rio Pardo","URBANA","50026690","ESCOLA CLINICA ARCO-IRIS DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL - ASSOCIACAO PESTALOZZI","PARTICULAR"
"Rio Brilhante","URBANA","50019325","ESCOLA BRANCA DE NEVE","PARTICULAR"
"Rio Brilhante","URBANA","50044001","ESCOLA DE EDUCACAO CATIVANTE","PARTICULAR"
"Rio Brilhante","URBANA","50019210","ESCOLA ESPECIAL NILSON DIAS DE SOUZA","PARTICULAR"
"Rio Brilhante","RURAL","50024337","ESCOLA FAMILIA AGRICOLA ROSALVO DA ROCHA RODRIGUES","PARTICULAR"
"Rio Negro","URBANA","50024221","CENTRO DE ED ESP RIO NEGRO - APAE","PARTICULAR"
"Rio Verde de Mato Grosso","URBANA","50030205","AGENCIA SENAI RIO VERDE DE MATO GROSSO LUIZ CLAUDIO SABEDOTTI FORNARI","PARTICULAR"
"Rio Verde de Mato Grosso","URBANA","50004042","CEDERV - C DE EDUC ESPECIAL DE RIO VERDE","PARTICULAR"
"Rio Verde de Mato Grosso","URBANA","50026623","CEI - MENINO JESUS","PARTICULAR"
"Rio Verde de Mato Grosso","URBANA","50004034","CENTRO DE ENSINO REINO DO SABER","PARTICULAR"
"Santa Rita do Pardo","URBANA","50028260","ESCOLA ESPECIAL AGRIPINO COSTA LIMA","PARTICULAR"
"São Gabriel do Oeste","URBANA","50004336","ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS","PARTICULAR"
"São Gabriel do Oeste","RURAL","50033620","CEI SONHO MEU","PARTICULAR"
"São Gabriel do Oeste","URBANA","50028707","CEJ - CENTRO EDUCACIONAL JUNIOR","PARTICULAR"
"São Gabriel do Oeste","URBANA","50034529","CENTRO DE EDUCACAO E RECREACAO INFANTIL FUTURO BRILHANTE","PARTICULAR"
"São Gabriel do Oeste","URBANA","50027344","ESCOLA DENTE DE LEITE","PARTICULAR"
"São Gabriel do Oeste","URBANA","50004468","ESCOLA FABIANO DE CRISTO","PARTICULAR"
"São Gabriel do Oeste","URBANA","50004476","FUNDACAO EDUCACIONAL CRISTO REI","PARTICULAR"
"Sete Quedas","URBANA","50021656","CENTRO DE EDUCACAO ESPECIAL SETEQUEDENSE - APAE","PARTICULAR"
"Sete Quedas","URBANA","50021672","ESCOLA IMACULADO CORACAO DE MARIA","PARTICULAR"
"Sidrolândia","URBANA","50032194","AGENCIA SENAI SIDROLANDIA","PARTICULAR"
"Sidrolândia","URBANA","50032305","CAEE - SIDROLANDIA","PARTICULAR"
"Sidrolândia","URBANA","50009826","CENTRO DE EDUCACAO ESPECIAL DE SIDROLANDIA - APAE","PARTICULAR"
"Sidrolândia","RURAL","50035002","EFASIDRO - ESCOLA FAMILIA AGRICOLA DE SIDROLANDIA","PARTICULAR"
"Sidrolândia","URBANA","50024299","ESCOLA EVANGELICA REINO DA CULTURA","PARTICULAR"
"Sidrolândia","URBANA","50009931","ESCOLA NOSSA SENHORA DA ABADIA","PARTICULAR"
"Sidrolândia","URBANA","50082957","INSTITUTO EDUCACIONAL ARANCUA","PARTICULAR"
"Sonora","URBANA","50032496","AGENCIA SENAI SONORA","PARTICULAR"
"Sonora","URBANA","50027778","CEDESO - C DE EDUC ESPECIAL DE SONORA","PARTICULAR"
"Sonora","URBANA","50004611","CENTRO EDUC INF E INFORMATICA T Y G CORUJINHA","PARTICULAR"
"Sonora","URBANA","50030094","ESCOLA IOLANDA TONIAZZO PETRY","PARTICULAR"
"Tacuru","URBANA","50034260","APAE NOVA ESPERANCA","PARTICULAR"
"Taquarussu","URBANA","50027131","ESCOLA DE EDUCACAO ESPECIAL NOVOS HORIZONTES","PARTICULAR"
"Terenos","URBANA","50032364","CAEE - TERENOS","PARTICULAR"
"Terenos","URBANA","50010093","ESCOLA ESPECIAL RAIO DE LUZ - PESTALOZZI","PARTICULAR"
"Três Lagoas","URBANA","50032950","ANGLO TRES LAGOAS","PARTICULAR"
"Três Lagoas","URBANA","50032720","ASSOC DE ENSINO E CULTURA DE MS","PARTICULAR"
"Três Lagoas","URBANA","50030280","CENTRO DE EDUCACAO PROFISSIONAL - SENAC TRES LAGOAS","PARTICULAR"
"Três Lagoas","URBANA","50063812","CENTRO DE ENSINO E TECNOLOGIA APLICADA - CETEA","PARTICULAR"
"Três Lagoas","URBANA","50012479","CENTRO EDUCACIONAL DE TRES LAGOAS","PARTICULAR"
"Três Lagoas","URBANA","50024701","COLEGIO HERMESINDO ALONSO GONZALEZ","PARTICULAR"
"Três Lagoas","URBANA","50031775","COLEGIO HY","PARTICULAR"
"Três Lagoas","URBANA","50040200","COLEGIO SALESIANO DOM BOSCO DE TRES LAGOAS","PARTICULAR"
"Três Lagoas","URBANA","50031635","COLEGIO SALESIANO DOM BOSCO DE TRES LAGOAS - UNID II","PARTICULAR"
"Três Lagoas","URBANA","50032976","COLEGIO SOER","PARTICULAR"
"Três Lagoas","URBANA","50012339","COLEGIO UNITRES OBJETIVO","PARTICULAR"
"Três Lagoas","URBANA","50012487","ELITE EXITUS","PARTICULAR"
"Três Lagoas","URBANA","50024698","ESCOLA BATISTA SEMEAR","PARTICULAR"
"Três Lagoas","URBANA","50012320","ESCOLA DO SESI TRES LAGOAS","PARTICULAR"
"Três Lagoas","URBANA","50012045","ESCOLA DOCE INFANCIA","PARTICULAR"
"Três Lagoas","URBANA","50032747","ESCOLA MUNDO ENCANTADO","PARTICULAR"
"Três Lagoas","URBANA","50032046","ESCOLA PREMIER","PARTICULAR"
"Três Lagoas","URBANA","50029312","ESCOLA UNITRES OBJETIVO","PARTICULAR"
"Três Lagoas","URBANA","50030337","FACULDADE DE TECNOLOGIA SENAI TRES LAGOAS JOSE PAULO RIMOLI","PARTICULAR"
"Três Lagoas","URBANA","50028251","SESC TRES LAGOAS","PARTICULAR"
